# metadata,value
mode,qcl
fudge_factor,1
on_start,0.1
on_stop,0.29
off_start,0.6
off_stop,30

Bias_Current,Counts_TL1(0.014),Counts_TL2(0.016),Counts_TL3(0.018),DCounts_TL1(0.014),DCounts_TL2(0.016),DCounts_TL3(0.018),ClicksOn_TL1(0.014),ClicksOn_TL2(0.016),ClicksOn_TL3(0.018),ClicksOff_TL1(0.014),ClicksOff_TL2(0.016),ClicksOff_TL3(0.018)
0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0118,-0.6802721088435374,0.0,0.0,0.6802721088435374,0.0,0.0,0,0,0,2,0,0
0.0137,-0.3401360544217687,0.0,0.0,0.3401360544217687,0.0,0.0,0,0,0,1,0,0
0.0157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0176,831.9011815252418,0.0,0.0,10.204081632653061,0.0,0.0,16,0,0,30,0,0
0.0196,0.0,0.0,-0.3401360544217687,0.0,0.0,0.3401360544217687,0,0,0,0,0,1
0.0216,104.24274973147155,0.0,0.0,1.0204081632653061,0.0,0.0,2,0,0,3,0,0
0.0235,52.631578947368425,105.26315789473685,51.27103472968135,0.0,0.0,1.3605442176870748,1,2,1,0,0,4
0.0255,789.4736842105264,105.26315789473685,52.631578947368425,0.0,0.0,0.0,15,2,1,0,0,0
0.0275,1263.157894736842,473.6842105263158,0.0,0.0,0.0,0.0,24,9,0,0,0,0
0.0294,2683.870390261368,789.4736842105264,157.89473684210526,0.3401360544217687,0.0,0.0,51,15,3,1,0,0
0.0314,3736.842105263158,1684.2105263157896,631.578947368421,0.0,0.0,0.0,71,32,12,0,0,0
0.0333,6103.90261367705,2736.842105263158,842.1052631578948,1.3605442176870748,0.0,0.0,116,52,16,4,0,0
0.0353,9101.181525241675,4947.0282849982095,1631.578947368421,4.081632653061225,0.3401360544217687,0.0,173,94,31,12,1,0
0.0373,13253.634085213032,8103.222341568206,3947.3684210526317,9.523809523809524,2.0408163265306123,0.0,252,154,75,28,6,0
0.0392,19085.195130683853,11888.274257071249,5683.530254206947,20.068027210884352,6.462585034013606,0.6802721088435374,363,226,108,59,19,2
0.0412,21430.14679556033,15149.051199427138,9840.744718940208,43.53741496598639,8.843537414965986,1.3605442176870748,408,288,187,128,26,4
0.0431,24800.17901897601,19230.844969566777,11888.954529180093,94.5578231292517,32.31292517006803,5.782312925170068,473,366,226,278,95,17
0.0451,28988.166845685646,22205.674901539565,16724.597207303974,169.7278911564626,57.482993197278915,12.244897959183673,554,423,318,499,169,36
0.0471,35668.11672037236,28075.49230218403,19125.58181167204,279.2517006802721,135.03401360544217,32.31292517006803,683,536,364,821,397,95
0.049,37438.614393125674,30090.619405657,23607.679914070894,456.12244897959187,225.1700680272109,76.53061224489797,720,576,450,1341,662,225
0.051,41495.059076262085,36558.933046902974,27254.38596491228,610.2040816326531,388.4353741496599,166.66666666666666,800,702,521,1794,1142,490
0.0529,41318.6895810956,36836.358754027926,34597.457930540644,891.8367346938776,584.6938775510204,297.27891156462584,802,711,663,2622,1719,874
0.0549,43413.39061940566,40711.34980307913,34668.7790905836,1112.9251700680272,814.9659863945578,489.11564625850343,846,789,668,3272,2396,1438
0.0569,46000.14321518081,44952.04081632653,38470.13963480129,1315.6462585034014,1047.9591836734694,687.7551020408164,899,874,744,3868,3081,2022
0.0588,51863.82026494809,49011.027568922305,43382.7067669173,1609.8639455782313,1304.7619047619048,985.7142857142858,1016,956,843,4733,3836,2898
0.0608,49519.011815252416,47639.0082348729,49019.19083422843,1902.0408163265306,1624.1496598639455,1296.5986394557824,977,936,956,5592,4775,3812
0.0627,49667.525957751524,50319.96061582527,48439.70640887934,2227.2108843537417,1943.1972789115646,1612.9251700680272,986,993,951,6548,5713,4742
0.0647,56555.26315789474,55104.81561045471,48305.42427497315,2550.0,2263.605442176871,1905.1020408163265,1123,1090,954,7497,6655,5601
0.0667,52262.99677765843,51692.32008592911,53963.92767633369,2894.8979591836737,2623.469387755102,2246.598639455782,1048,1032,1068,8511,7713,6605
0.0686,56014.17830290011,53923.4693877551,55799.44504117437,3248.979591836735,3076.530612244898,2726.87074829932,1126,1083,1112,9552,9045,8017
0.0706,59845.79305406373,59529.34121016828,62009.684926602225,3627.891156462585,3418.0272108843537,3095.578231292517,1206,1196,1237,10666,10049,9101
0.0725,63880.36161833154,65687.27175080558,64832.277121374864,4067.0068027210887,3996.9387755102043,3588.775510204082,1291,1324,1300,11957,11751,10551
0.0745,74246.27640529897,73635.19513068385,71815.8073755818,4543.197278911564,4470.068027210885,4289.455782312925,1497,1484,1446,13357,13142,12611
0.0765,89751.5395631937,89501.8259935553,84958.34228428213,5143.197278911564,5024.489795918367,4936.39455782313,1803,1796,1708,15121,14772,14513
0.0784,113990.38668098819,114825.43859649122,117791.17436448265,6062.244897959184,6016.666666666667,5998.299319727891,2281,2296,2352,17823,17689,17635
0.0804,158211.76154672395,163812.1374865736,161795.05907626209,7472.448979591837,7451.0204081632655,7310.2040816326535,3148,3254,3213,21969,21906,21492
0.0824,236201.7006802721,245308.07375581813,238340.81632653062,9798.299319727892,9744.557823129251,9659.183673469388,4674,4846,4712,28807,28649,28398
0.0809,195106.92803437164,193134.0494092374,190259.380594343,8419.387755102041,8444.897959183674,8424.829931972788,3867,3830,3775,24753,24828,24769
