# metadata,value
mode,qcl
fudge_factor,1
cycles,1
cycles_completed,1
integration_time,1
on_start,0.1
on_stop,0.3
off_start,0.6
off_stop,30

Bias_Current,Counts_TL1(0.008),Counts_TL2(0.010),Counts_TL3(0.012),Counts_TL4(0.014),DCounts_TL1(0.008),DCounts_TL2(0.010),DCounts_TL3(0.012),DCounts_TL4(0.014),ClicksOn_TL1(0.008),ClicksOn_TL2(0.010),ClicksOn_TL3(0.012),ClicksOn_TL4(0.014),ClicksOff_TL1(0.008),ClicksOff_TL2(0.010),ClicksOff_TL3(0.012),ClicksOff_TL4(0.014)
0.0029,4372.874149659864,-23.80952380952381,0.0,-18.70748299319728,627.1258503401361,23.80952380952381,0.0,18.70748299319728,80.0,0.0,0.0,0.0,1475.0,56.0,0.0,44.0
0.0049,4536.989795918367,0.0,0.0,0.0,650.5102040816327,0.0,0.0,0.0,83.0,0.0,0.0,0.0,1530.0,0.0,0.0,0.0
0.0069,4468.1122448979595,0.0,-19.982993197278912,0.0,594.3877551020408,0.0,19.982993197278912,0.0,81.0,0.0,0.0,0.0,1398.0,0.0,47.0,0.0
0.0088,4745.748299319728,-11.904761904761905,0.0,-7.653061224489797,629.2517006802722,11.904761904761905,0.0,7.653061224489797,86.0,0.0,0.0,0.0,1480.0,28.0,0.0,18.0
0.0108,4301.4455782312925,-11.904761904761905,0.0,0.0,636.0544217687075,11.904761904761905,0.0,0.0,79.0,0.0,0.0,0.0,1496.0,28.0,0.0,0.0
0.0127,4421.768707482993,50.595238095238095,-11.479591836734695,-10.629251700680273,640.7312925170069,11.904761904761905,11.479591836734695,10.629251700680273,81.0,1.0,0.0,0.0,1507.0,28.0,27.0,25.0
0.0147,4237.244897959184,-0.4251700680272109,-13.180272108843537,0.0,637.7551020408164,0.4251700680272109,13.180272108843537,0.0,78.0,0.0,0.0,0.0,1500.0,1.0,31.0,0.0
0.0167,4906.0374149659865,-0.4251700680272109,-12.755102040816327,-8.078231292517007,656.4625850340136,0.4251700680272109,12.755102040816327,8.078231292517007,89.0,0.0,0.0,0.0,1544.0,1.0,30.0,19.0
0.0186,4287.414965986394,0.0,-10.629251700680273,0.0,650.0850340136054,0.0,10.629251700680273,0.0,79.0,0.0,0.0,0.0,1529.0,0.0,25.0,0.0
0.0206,5491.071428571428,-11.479591836734695,0.0,0.0,633.9285714285714,11.479591836734695,0.0,0.0,98.0,0.0,0.0,0.0,1491.0,27.0,0.0,0.0
0.0225,4823.9795918367345,-11.479591836734695,0.0,0.0,676.0204081632653,11.479591836734695,0.0,0.0,88.0,0.0,0.0,0.0,1590.0,27.0,0.0,0.0
0.0245,4185.799319727891,-1.2755102040816326,0.0,0.0,626.7006802721089,1.2755102040816326,0.0,0.0,77.0,0.0,0.0,0.0,1474.0,3.0,0.0,0.0
0.0265,4622.448979591837,-32.73809523809524,-11.054421768707483,0.0,690.0510204081633,32.73809523809524,11.054421768707483,0.0,85.0,0.0,0.0,0.0,1623.0,77.0,26.0,0.0
0.0284,5350.340136054421,-0.8503401360544218,-34.863945578231295,0.0,649.6598639455783,0.8503401360544218,34.863945578231295,0.0,96.0,0.0,0.0,0.0,1528.0,2.0,82.0,0.0
0.0304,4235.119047619048,-0.8503401360544218,-9.77891156462585,0.0,639.8809523809524,0.8503401360544218,9.77891156462585,0.0,78.0,0.0,0.0,0.0,1505.0,2.0,23.0,0.0
0.0324,5059.523809523809,249.14965986394557,-12.755102040816327,-17.006802721088437,690.4761904761905,0.8503401360544218,12.755102040816327,17.006802721088437,92.0,4.0,0.0,0.0,1624.0,2.0,30.0,40.0
0.0343,6383.503401360545,500.0,181.12244897959184,62.5,616.4965986394558,0.0,6.377551020408164,0.0,112.0,8.0,3.0,1.0,1450.0,0.0,15.0,0.0
0.0363,6805.272108843537,1562.5,366.4965986394558,62.5,632.2278911564626,0.0,8.503401360544219,0.0,119.0,25.0,6.0,1.0,1487.0,0.0,20.0,0.0
0.0382,11729.591836734693,1624.5748299319728,375.0,-8.503401360544219,645.4081632653061,0.4251700680272109,0.0,8.503401360544219,198.0,26.0,6.0,0.0,1518.0,1.0,0.0,20.0
0.0402,13845.238095238095,4783.588435374149,1499.5748299319728,922.1938775510204,654.7619047619048,28.911564625850342,0.4251700680272109,15.306122448979593,232.0,77.0,24.0,15.0,1540.0,68.0,1.0,36.0
0.0422,22621.598639455784,9781.037414965986,2987.670068027211,1049.3197278911564,628.4013605442177,31.462585034013607,12.329931972789117,13.180272108843537,372.0,157.0,48.0,17.0,1478.0,74.0,29.0,31.0
0.0441,31915.391156462585,14356.292517006803,8176.4455782312925,4000.0,647.108843537415,18.70748299319728,11.054421768707483,0.0,521.0,230.0,131.0,64.0,1522.0,44.0,26.0,0.0
0.0461,37036.989795918365,29935.799319727892,15546.343537414967,4176.8707482993195,650.5102040816327,1.7006802721088436,16.156462585034014,10.629251700680273,603.0,479.0,249.0,67.0,1530.0,4.0,38.0,25.0
0.048,53878.401360544216,40873.29931972789,26750.0,15250.0,621.5986394557824,1.7006802721088436,0.0,0.0,872.0,654.0,428.0,244.0,1462.0,4.0,0.0,0.0
0.05,66442.1768707483,50375.0,36999.574829931975,21186.649659863946,620.3231292517007,0.0,0.4251700680272109,0.8503401360544218,1073.0,806.0,592.0,339.0,1459.0,0.0,1.0,2.0
0.052,87055.27210884354,66775.08503401361,52622.448979591834,36344.81292517007,632.2278911564626,37.41496598639456,2.5510204081632653,30.187074829931973,1403.0,1069.0,842.0,582.0,1487.0,88.0,6.0,71.0
