# metadata,value
mode,qcl
fudge_factor,1
cycles,4
cycles_completed,4
integration_time,3.0
on_start,0.1
on_stop,0.3
off_start,0.6
off_stop,30

Bias_Current,Counts_TL1(0.008),Counts_TL2(0.010),Counts_TL3(0.012),Counts_TL4(0.014),DCounts_TL1(0.008),DCounts_TL2(0.010),DCounts_TL3(0.012),DCounts_TL4(0.014),ClicksOn_TL1(0.008),ClicksOn_TL2(0.010),ClicksOn_TL3(0.012),ClicksOn_TL4(0.014),ClicksOff_TL1(0.008),ClicksOff_TL2(0.010),ClicksOff_TL3(0.012),ClicksOff_TL4(0.014)
0.0686,148279.9922052154,28606.009070294782,23040.621456916102,22810.14384920635,23686.153628117918,1091.9075963718822,24.482709750566897,4.960317460317461,66035.0,11404.0,8857.0,8761.0,1337036.0,61636.0,1382.0,280.0
0.0706,148291.68438208615,29567.424886621313,23888.073979591838,24268.08744331066,23812.482284580503,1101.8459467120183,25.988520408163268,5.350056689342404,66088.0,11777.0,9183.0,9321.0,1344167.0,62197.0,1467.0,302.0
0.0725,148973.0371315193,31090.242346938772,25516.58163265306,24783.074688208617,23789.98370181406,1099.8618197278913,27.689200680272112,5.987811791383221,66341.0,12361.0,9809.0,9519.0,1342897.0,62085.0,1563.0,338.0
0.0745,152336.92956349207,32223.32057823129,26048.77054988662,26208.988803854874,23801.091269841272,1099.5960884353742,26.75028344671202,7.157029478458051,67637.0,12796.0,10013.0,10067.0,1343524.0,62070.0,1510.0,404.0
0.0765,151234.2155612245,32703.319869614512,27330.977182539682,26837.106717687075,23773.596938775514,1103.9717970521542,28.397817460317462,6.643282312925171,67203.0,12982.0,10506.0,10308.0,1341972.0,62317.0,1603.0,375.0
0.0784,154522.0202664399,34226.385345804985,28754.97803287982,27916.38321995465,24017.042233560092,1117.3646541950116,28.876133786848076,8.095946712018142,68559.0,13572.0,11053.0,10723.0,1355714.0,63073.0,1630.0,457.0
0.0804,155413.49560657598,34983.24121315193,28991.000566893425,29157.8443877551,23872.962726757374,1123.529620181406,29.8327664399093,8.822278911564627,68846.0,13865.0,11144.0,11200.0,1347581.0,63421.0,1684.0,498.0
0.0824,154493.94132653062,35844.936933106575,30295.652636054423,29930.449263038547,23834.18367346939,1116.000566893424,32.47236394557824,9.654903628117914,68478.0,14193.0,11646.0,11497.0,1345392.0,62996.0,1833.0,545.0
0.0843,154543.13704648527,36813.208616780044,31025.52791950113,31192.602040816324,23792.80045351474,1111.2705498866214,34.36791383219955,13.127125850340137,68481.0,14563.0,11927.0,11983.0,1343056.0,62729.0,1940.0,741.0
0.0863,155135.08007369615,37616.19543650794,32441.237953514737,32193.505527210884,23685.232426303857,1115.5753968253969,37.92871315192744,17.431972789115648,68667.0,14873.0,12472.0,12369.0,1336984.0,62972.0,2141.0,984.0
0.0882,157507.9365079365,38950.68027210884,32826.67233560091,32729.25524376417,23494.667658730163,1114.4238945578234,45.72349773242631,25.953089569161,69505.0,15385.0,12623.0,12578.0,1326227.0,62907.0,2581.0,1465.0
0.0902,157256.69642857142,39138.516865079364,33388.871173469386,33974.02919501134,23620.90773809524,1127.1081349206352,59.045493197278915,38.99163832199547,69457.0,15462.0,12844.0,13061.0,1333353.0,63623.0,3333.0,2201.0
0.0922,157817.1945861678,40426.97704081633,34366.974914965984,34538.74362244898,23734.888747165536,1164.168792517007,86.15008503401361,65.42304421768708,69716.0,15971.0,13230.0,13288.0,1339787.0,65715.0,4863.0,3693.0
0.0941,161707.7487244898,41300.06377551021,35080.92403628118,36196.499433106575,23844.33460884354,1197.3320578231294,127.40929705215422,108.18806689342405,71252.0,16319.0,13520.0,13941.0,1345965.0,67587.0,7192.0,6107.0
0.0961,159611.94373582766,42208.24475623583,37233.94982993197,37127.78132086168,23791.702097505673,1286.5469104308393,206.1543367346939,187.32284580498867,70427.0,16702.0,14377.0,14329.0,1342994.0,72623.0,11637.0,10574.0
