# metadata,value
mode,qcl
fudge_factor,1
cycles,4
cycles_completed,4
integration_time,3.0
on_start,0.1
on_stop,0.3
off_start,0.6
off_stop,30

Bias_Current,Counts_TL1(-0.008),Counts_TL2(-0.010),Counts_TL3(-0.012),Counts_TL4(-0.014),DCounts_TL1(-0.008),DCounts_TL2(-0.010),DCounts_TL3(-0.012),DCounts_TL4(-0.014),ClicksOn_TL1(-0.008),ClicksOn_TL2(-0.010),ClicksOn_TL3(-0.012),ClicksOn_TL4(-0.014),ClicksOff_TL1(-0.008),ClicksOff_TL2(-0.010),ClicksOff_TL3(-0.012),ClicksOff_TL4(-0.014)
0.0941,35672.10530045352,35319.74560657596,35523.047760770976,35037.432681405895,231.5405328798186,117.7543934240363,117.57723922902495,116.21315192743765,13787.0,13608.0,13686.0,13499.0,13070.0,6647.0,6637.0,6560.0
0.0961,36644.433815192744,36200.414540816324,36342.279620181405,36334.27225056689,319.10785147392295,200.62712585034015,199.38704648526078,199.58191609977325,14194.0,13978.0,14032.0,14029.0,18013.0,11325.0,11255.0,11266.0
0.098,38061.52565192744,37825.46768707483,37588.860544217685,38040.5151643991,459.3076814058957,341.1989795918368,340.82695578231295,339.6931689342404,14792.0,14656.0,14565.0,14738.0,25927.0,19260.0,19239.0,19175.0
0.1,40909.456490929704,39851.08418367347,39462.39016439909,40460.19345238095,723.3560090702948,599.436649659864,602.7140022675737,597.0982142857143,15987.0,15533.0,15385.0,15766.0,40832.0,33837.0,34022.0,33705.0
0.102,44109.62301587301,42845.69869614512,43310.51587301587,43132.068452380954,1166.4186507936508,1047.5304705215422,1046.2549603174605,1047.6190476190477,17386.0,16855.0,17033.0,16965.0,65842.0,59131.0,59059.0,59136.0
0.1039,49030.948837868484,48852.78486394558,48082.92587868481,48112.174036281176,1966.4469954648528,1847.7359693877554,1841.5532879818597,1840.9509637188212,19583.0,19469.0,19171.0,19182.0,111002.0,104301.0,103952.0,103918.0
0.1059,58464.53373015873,57778.61040249433,56871.45691609977,56792.69416099773,3478.1746031746034,3333.368764172336,3339.480583900227,3308.868339002268,23786.0,23467.0,23121.0,23079.0,196336.0,188162.0,188507.0,186779.0
0.1078,75758.94628684806,73781.69288548753,74433.65575396825,73842.31505102041,6386.887046485262,6262.577947845805,6259.05257936508,6207.164115646259,31544.0,30737.0,30986.0,30739.0,360527.0,353510.0,353311.0,350382.0
0.1098,115670.26289682538,117863.09523809525,114351.88137755102,114688.68693310657,14350.570436507938,14110.863095238097,14124.681122448981,13946.729733560092,49928.0,50678.0,49335.0,49396.0,810061.0,796530.0,797310.0,787265.0
0.1118,539157.5077947846,539929.439484127,544157.9152494331,526748.2107426304,139561.24220521544,134711.18551587302,132318.64725056692,130423.66425736963,260628.0,259062.0,259767.0,252354.0,7877953.0,7604177.0,7469123.0,7362155.0
0.1137,2118900.102749433,2067146.4002267574,2009656.5511621314,1919986.5185657598,433092.0847505669,421632.24560657603,406549.1780045352,385885.8772675737,979965.0,955691.0,927823.0,885455.0,24447182.0,23800297.0,22948888.0,21782486.0
0.1127,1447653.2560941041,1413616.4257369614,1382823.4126984128,1318938.456632653,327922.26473922905,319638.7825963719,311530.753968254,298035.5017006803,681821.0,665570.0,650632.0,620918.0,18510556.0,18042970.0,17585288.0,16823508.0
