Bias_Current,Counts_TL1(0.010),Counts_TL2(0.011),Counts_TL3(0.012),DCounts_TL1(0.010),DCounts_TL2(0.011),DCounts_TL3(0.012)
0.049,-595.5714285714312,11.857142857142208,-45.35714285714312,30979.5,7493.5,1602.5
0.0529,-724.7142857142899,152.82142857142753,20.964285714285552,30789.0,7494.5,1596.0
0.0569,-185.9285714285761,-45.17857142857247,-4.571428571428669,30552.0,7455.0,1601.0
0.0608,418.3214285714239,132.82142857142753,-11.107142857143117,30191.5,7314.5,1587.0
0.0647,80.2142857142826,200.57142857142753,124.82142857142844,30393.0,7390.5,1572.5
0.0686,492.49999999999636,419.3571428571422,121.14285714285688,30182.5,7211.0,1623.5
0.0725,1191.821428571424,764.4999999999991,353.035714285714,29543.0,7273.0,1555.0
0.0765,960.4642857142826,952.0357142857138,475.3928571428569,30331.5,7443.5,1563.0
0.0804,1609.142857142855,1249.9285714285706,742.2142857142853,29448.0,7246.5,1593.5
0.0843,2403.821428571424,1434.1785714285706,985.6071428571427,29343.5,7181.0,1551.0
0.0882,2493.6071428571413,2056.25,1332.3928571428569,28980.5,7312.5,1656.0
0.0922,2003.9999999999964,2368.249999999998,1793.5714285714284,29908.5,7275.5,1635.0
0.0961,2414.392857142855,2666.6785714285706,2008.5357142857138,30161.5,7598.5,1774.5
0.1,3218.5714285714275,2961.142857142857,2547.7857142857138,30460.0,7521.0,1854.0
0.1039,3651.8214285714275,3680.499999999998,3202.142857142857,30008.0,7769.5,2030.0
0.1078,4067.5714285714275,4728.428571428571,4128.214285714285,31423.5,8580.5,2732.5
0.1118,5683.178571428565,5294.035714285712,5254.464285714284,32944.5,10476.5,4562.5
0.1157,7858.0714285714275,8303.892857142855,8218.249999999998,36883.0,14247.0,8150.5
0.1196,16383.499999999993,16688.964285714283,15947.464285714283,39054.0,16790.5,10857.0
0.1235,27596.642857142855,27795.214285714283,27731.357142857138,38835.5,16665.5,10236.5
0.1275,33082.25,33715.74999999999,32772.28571428571,37536.5,14240.5,8767.0
0.1314,33260.85714285714,34483.78571428571,33842.78571428571,30794.5,11218.0,6284.0
0.1353,30292.928571428565,29892.999999999993,28581.749999999996,28428.5,8907.0,3812.0
0.1392,21177.964285714283,20038.35714285714,19100.214285714283,27514.0,7754.5,2848.0
0.1431,14531.28571428571,13646.214285714283,13248.749999999998,27058.0,7114.5,2207.5
0.1471,10212.678571428565,10180.892857142855,10035.107142857141,26977.5,6820.0,1976.5
0.151,8504.428571428565,8204.535714285714,7982.464285714284,25854.5,6466.0,1847.0
0.1549,7374.53571428571,7538.142857142855,7290.857142857141,26183.5,6719.0,1789.5
0.1588,7197.142857142855,6979.357142857141,7104.0714285714275,26110.0,6476.0,1762.0
0.1627,6642.249999999996,7094.357142857141,6928.607142857141,25826.5,6498.5,1770.5
0.1667,6463.749999999996,6794.714285714284,6769.3214285714275,25742.5,6353.5,1765.5
0.1706,6910.78571428571,6734.499999999998,6771.464285714284,24741.0,6390.5,1783.0
0.1745,6779.428571428569,6814.928571428571,6911.892857142857,25417.0,6406.5,1889.0
0.1784,6550.892857142855,7175.928571428571,7057.107142857141,25250.0,6383.0,1979.5
0.1824,6922.214285714283,7133.5714285714275,7126.642857142857,24263.5,6457.5,2180.5
0.1863,7227.071428571424,7192.285714285714,7284.214285714284,24739.0,6934.5,2664.0
0.1902,7216.821428571424,7434.0714285714275,7380.8214285714275,25505.5,7444.5,3354.0
0.1941,7403.214285714283,7522.035714285714,7718.357142857141,26620.0,9673.5,4549.5
0.198,7817.0,7574.3214285714275,7871.749999999998,30145.5,11185.5,7034.5
0.202,7803.999999999993,7822.357142857141,8125.964285714283,32558.5,14870.5,10616.0
0.2059,8707.178571428565,7982.607142857141,7770.142857142855,38308.0,21679.0,17474.5
0.2098,8120.53571428571,8109.857142857138,8193.821428571428,50537.5,32858.0,28403.5
0.2137,7245.678571428565,7883.714285714283,7689.214285714283,66582.0,50139.5,46459.0
0.2176,7821.678571428565,7437.82142857142,8026.82142857142,95581.0,78384.5,74220.5
0.2157,8228.928571428565,7850.75,8567.464285714275,81530.0,63093.0,59074.5
