Bias_Current,Counts_TL1(0.010),Counts_TL2(0.011),Counts_TL3(0.012),DCounts_TL1(0.010),DCounts_TL2(0.011),DCounts_TL3(0.012)
0.049,-121.78571428571558,27.11904761904725,18.714285714285666,14803.333333333334,3208.0,642.0
0.0529,-420.33333333333394,41.69047619047615,45.57142857142844,15337.0,3213.6666666666665,616.3333333333334
0.0569,-69.90476190476329,-73.80952380952385,8.714285714285666,15308.0,3266.6666666666665,660.3333333333334
0.0608,87.90476190475965,-59.119047619047706,-40.04761904761904,14974.0,3290.6666666666665,662.6666666666666
0.0647,-156.19047619047888,-46.92857142857201,-16.785714285714334,14888.333333333334,3221.3333333333335,623.3333333333334
0.0686,-262.9047619047633,-70.59523809523853,-5.452380952381077,14617.666666666666,3228.3333333333335,620.3333333333334
0.0725,-303.19047619047706,-16.88095238095275,4.071428571428555,14852.0,3210.3333333333335,628.6666666666666
0.0765,222.8571428571413,-74.30952380952385,2.8809523809522943,14970.0,3254.6666666666665,637.0
0.0804,-77.83333333333576,-48.28571428571422,46.214285714285666,15015.333333333334,3275.6666666666665,635.3333333333334
0.0843,-253.35714285714494,21.523809523809177,-13.952380952380963,15248.0,3104.6666666666665,608.0
0.0882,-125.023809523811,98.83333333333303,4.8333333333332575,14811.333333333334,3330.3333333333335,691.0
0.0922,-128.66666666666788,-100.35714285714312,-44.09523809523819,15445.333333333334,3295.0,681.0
0.0961,94.45238095237983,-130.54761904761926,29.952380952380963,15365.666666666666,3399.0,642.6666666666666
0.1,49.476190476189004,-39.80952380952385,-29.285714285714334,15874.333333333334,3507.6666666666665,731.6666666666666
0.1039,-113.6428571428587,2.476190476190368,-18.119047619047706,16135.666666666666,3413.0,708.0
0.1078,502.0238095238092,131.9761904761899,25.857142857142776,15811.666666666666,3471.0,733.6666666666666
0.1118,259.8809523809523,169.66666666666652,160.95238095238096,16096.666666666666,3497.0,686.6666666666666
0.1157,476.9523809523798,391.88095238095184,255.21428571428555,15962.333333333334,3548.0,751.3333333333334
0.1196,503.9047619047615,564.2142857142853,283.1666666666665,16016.333333333334,3584.0,771.0
0.1235,960.4761904761872,648.0952380952381,469.30952380952374,16105.0,3656.6666666666665,783.6666666666666
0.1275,899.1190476190441,686.3095238095234,473.8095238095236,16219.333333333334,3691.6666666666665,775.0
0.1314,822.6428571428532,918.1904761904757,588.8333333333333,16205.333333333334,3666.3333333333335,807.0
0.1353,933.7619047619028,988.1190476190473,641.595238095238,16354.333333333334,3638.6666666666665,850.6666666666666
0.1392,1275.8809523809523,945.1666666666661,773.4999999999999,16180.666666666666,3784.0,905.6666666666666
0.1431,1005.6904761904734,1099.0952380952372,851.9047619047617,16258.0,3647.3333333333335,910.0
0.1471,1107.9285714285688,1043.833333333333,1000.4999999999998,16376.0,3777.0,912.0
0.151,1196.3571428571413,1217.6666666666665,1105.595238095238,16534.0,4015.6666666666665,986.6666666666666
0.1549,1455.5476190476184,1208.999999999999,1280.7619047619048,17084.333333333332,4216.0,1082.3333333333333
0.1588,1544.642857142855,1460.5238095238092,1389.3333333333333,17708.333333333332,4282.333333333333,1202.3333333333333
0.1627,1585.952380952378,1788.2142857142844,1613.833333333333,17520.0,4201.666666666667,1207.0
0.1667,1782.9285714285688,1989.642857142856,1868.9999999999995,18376.0,4446.666666666667,1356.0
0.1706,2289.690476190477,2116.9523809523807,2159.7380952380954,18357.333333333332,4514.0,1406.3333333333333
0.1745,2669.8809523809505,2521.0952380952376,2553.9047619047615,17928.333333333332,4692.0,1583.0
0.1784,2324.119047619046,2680.3809523809514,2750.4285714285706,18261.0,4938.666666666667,1871.0
0.1824,2632.8571428571413,2759.809523809523,3036.880952380952,19093.333333333332,5539.0,2336.3333333333335
0.1863,3651.5476190476184,3564.7380952380936,3251.3571428571427,19105.0,5818.0,2895.6666666666665
0.1902,4427.809523809519,4234.666666666665,3903.4523809523803,18937.666666666668,5990.333333333333,3206.6666666666665
0.1941,4910.857142857138,5128.738095238094,5182.023809523809,19198.666666666668,6179.0,3156.6666666666665
0.198,5788.738095238095,5882.142857142856,5848.047619047618,19077.333333333332,5941.666666666667,2887.6666666666665
0.202,6281.857142857141,6239.690476190475,6112.214285714286,18444.333333333332,5374.0,2402.6666666666665
0.2059,5664.499999999996,6047.166666666665,5733.952380952381,17839.666666666668,4898.666666666667,2030.3333333333333
0.2098,5663.999999999996,5271.619047619047,5046.9047619047615,17736.0,4817.666666666667,1673.3333333333333
0.2137,4818.0238095238055,4484.380952380951,4468.523809523808,17370.666666666668,4409.666666666667,1482.6666666666667
