Bias_Current,Counts_TL1(0.009),Counts_TL2(0.010),Counts_TL3(0.011),Counts_TL4(0.012),DCounts_TL1(0.009),DCounts_TL2(0.010),DCounts_TL3(0.011),DCounts_TL4(0.012)
0.4471,36238.54761904761,12853.547619047615,3135.428571428571,568.8809523809523,20118.0,4544.666666666667,927.6666666666666,162.66666666666666
0.451,39452.23809523809,14064.476190476187,3477.119047619047,664.3809523809523,21143.0,4951.0,1058.0,188.0
0.4549,42417.214285714275,15991.214285714286,3816.0952380952376,700.3095238095237,21972.666666666668,5440.333333333333,1155.3333333333333,202.66666666666666
0.4588,47290.30952380951,17806.619047619046,4357.4047619047615,799.3809523809522,23262.666666666668,5866.0,1300.3333333333333,236.33333333333334
0.4627,53201.47619047618,19369.190476190473,5093.214285714284,935.0714285714284,24664.0,6615.333333333333,1471.6666666666667,256.0
0.4667,54550.23809523808,21379.690476190473,5476.119047619047,1008.8095238095239,26186.666666666668,7092.333333333333,1642.3333333333333,298.3333333333333
0.4706,59076.59523809524,22953.33333333333,5800.952380952381,1185.2380952380952,27324.0,7521.666666666667,1788.3333333333333,343.3333333333333
0.4745,64446.61904761904,25736.02380952381,6685.785714285713,1257.5238095238094,29434.333333333332,8361.0,2032.6666666666667,377.0
0.4784,88716.88095238095,28295.78571428571,7372.047619047618,1384.7142857142856,33956.333333333336,9522.666666666666,2238.6666666666665,426.0
0.4824,177112.5238095238,41605.71428571428,8818.309523809523,1572.2142857142858,62938.666666666664,14896.666666666666,3176.3333333333335,592.6666666666666
0.4863,236147.23809523808,48350.023809523795,9013.333333333332,1490.8333333333333,205089.66666666666,41655.333333333336,7428.333333333333,1113.3333333333333
0.4902,191578.619047619,37970.833333333314,7441.690476190473,1401.595238095238,401427.3333333333,79591.66666666667,13722.0,2065.6666666666665
0.4941,155620.33333333326,30011.333333333314,4376.476190476191,800.4761904761899,604621.3333333334,115997.0,20022.333333333332,3048.3333333333335
0.498,45111.73809523799,10867.07142857142,2439.428571428569,388.5238095238087,816271.0,149765.66666666666,26048.666666666668,3879.3333333333335
0.502,-695.8333333333721,-406.5000000000291,430.5,-39.380952380953204,885800.0,167802.33333333334,29015.333333333332,4537.0
0.5059,-9563.142857142957,-1361.1190476190823,-305.35714285714494,-140.69047619047706,909506.0,174609.33333333334,30208.333333333332,4602.0
0.5098,-12864.142857142957,-2386.78571428571,-4.785714285717404,-158.04761904762017,926332.0,173951.66666666666,31444.666666666668,4805.666666666667
