Bias_Current,Counts_TL1(0.009),Counts_TL2(0.010),Counts_TL3(0.011),Counts_TL4(0.012),DCounts_TL1(0.009),DCounts_TL2(0.010),DCounts_TL3(0.011),DCounts_TL4(0.012)
0.3137,-221.97619047619082,190.02380952380736,-38.11904761904816,51.880952380952294,50985.666666666664,12865.333333333334,3661.3333333333335,921.3333333333334
0.3176,-649.5238095238165,-101.88095238095411,104.11904761904725,-17.47619047619048,52090.0,13162.0,3589.3333333333335,918.6666666666666
0.3216,578.904761904756,-39.80952380952476,5.047619047618809,-5.190476190476261,50524.666666666664,12982.666666666666,3705.6666666666665,912.3333333333334
0.3255,-189.02380952381645,-231.45238095238165,-128.85714285714312,-76.16666666666674,51767.0,13313.0,3677.6666666666665,922.0
0.3294,-546.1190476190532,-89.59523809523853,169.2619047619046,24.857142857142776,51344.333333333336,13214.0,3489.6666666666665,901.3333333333334
0.3333,-859.095238095244,-3.0476190476201737,40.16666666666606,-1.6190476190477057,51529.333333333336,13134.0,3672.3333333333335,895.6666666666666
0.3373,-832.8571428571449,-291.1666666666679,-130.83333333333394,-64.14285714285722,48831.666666666664,12445.333333333334,3518.3333333333335,898.6666666666666
0.3412,-741.5000000000073,36.92857142856883,-98.35714285714312,-30.976190476190595,49529.0,12430.333333333334,3543.0,886.3333333333334
0.3451,-270.2857142857174,-79.09523809524035,-15.33333333333394,-23.166666666666742,51947.666666666664,12849.333333333334,3540.3333333333335,919.0
0.349,-833.0476190476184,-106.6428571428587,-180.26190476190504,14.380952380952294,51680.666666666664,12887.0,3579.6666666666665,938.0
0.3529,-424.7142857142899,-25.809523809524762,-104.5714285714289,5.9523809523808495,52130.666666666664,12827.0,3709.3333333333335,958.3333333333334
0.3569,240.40476190475601,-129.85714285714494,150.4761904761899,29.261904761904702,53300.666666666664,13670.333333333334,3740.0,954.6666666666666
0.3608,-634.2857142857174,157.0952380952367,126.19047619047569,17.16666666666663,52770.0,13264.333333333334,3575.0,953.6666666666666
0.3647,216.9285714285652,-86.76190476190459,-12.11904761904816,-30.619047619047706,53625.333333333336,13998.666666666666,3902.0,966.3333333333334
0.3686,3.9523809523816453,-105.83333333333394,1.5238095238091773,-5.714285714285779,53293.666666666664,13385.0,3716.3333333333335,945.0
0.3725,210.3095238095193,83.73809523809359,38.35714285714221,25.976190476190368,53692.666666666664,13149.0,3750.3333333333335,927.0
0.3765,-313.23809523809905,-367.6904761904789,18.999999999999545,-75.88095238095252,53743.0,13812.333333333334,3731.0,961.0
0.3804,-630.595238095244,-97.97619047619082,83.9285714285711,-30.095238095238187,52588.333333333336,13586.666666666666,3725.0,975.3333333333334
0.3843,-56.90476190477057,127.71428571428442,83.38095238095184,-12.333333333333371,53120.0,13449.666666666666,3869.0,954.0
0.3882,-513.4285714285797,-180.2380952380954,-55.83333333333394,14.214285714285666,53667.0,14076.666666666666,4068.3333333333335,1009.0
0.3922,52.35714285713766,-125.47619047619082,29.33333333333303,35.999999999999886,54044.666666666664,13901.666666666666,3812.3333333333335,947.3333333333334
0.3961,-627.2857142857247,-23.880952380954113,-119.5714285714289,-36.33333333333337,53271.333333333336,13292.333333333334,3807.6666666666665,944.6666666666666
0.4,42.809523809519305,29.142857142855064,-60.35714285714357,48.238095238095184,53506.0,13711.333333333334,3813.3333333333335,913.6666666666666
0.4039,474.35714285713766,91.90476190476147,365.3095238095234,-3.8571428571428896,53531.0,13961.666666666666,3904.3333333333335,1069.3333333333333
0.4078,75.69047619046614,86.19047619047342,-65.95238095238119,33.880952380952294,56196.333333333336,14473.333333333334,3985.0,989.3333333333334
0.4118,555.6666666666642,90.3809523809523,-23.38095238095275,-6.595238095238187,55911.0,14503.666666666666,3996.0,1022.6666666666666
0.4157,1019.1190476190459,258.26190476190277,-27.90476190476238,10.547619047618923,55257.666666666664,14117.333333333334,4049.3333333333335,996.0
0.4196,-83.33333333333576,45.49999999999818,61.952380952379826,27.35714285714289,56166.666666666664,14625.333333333334,4260.666666666667,1036.3333333333333
0.4235,-261.7857142857174,2.9761904761890037,2.7857142857142208,-0.9523809523811906,56385.0,14508.333333333334,4090.6666666666665,1061.6666666666667
0.4275,317.3095238095193,-20.73809523809723,-68.90476190476193,30.357142857142662,56910.666666666664,14571.333333333334,4115.333333333333,1050.0
0.4314,193.7142857142826,325.8571428571413,-6.880952380952749,24.190476190476033,55992.0,14083.666666666666,4058.6666666666665,1018.6666666666666
0.4353,234.90476190475601,235.57142857142753,95.7380952380945,-3.1428571428571104,56443.666666666664,14584.666666666666,4087.0,1054.3333333333333
0.4392,143.99999999999272,120.19047619047524,124.90476190476147,16.95238095238085,56864.333333333336,14381.0,3920.3333333333335,1005.6666666666666
0.4431,1097.8809523809468,468.2380952380936,203.38095238095184,46.2619047619047,56125.333333333336,13852.0,3674.0,937.6666666666666
0.4471,2202.738095238092,471.8809523809505,-16.761904761905498,80.2857142857141,55780.0,14101.333333333334,4070.3333333333335,967.3333333333334
0.451,7921.78571428571,896.6904761904752,869.6428571428569,291.7380952380952,56871.666666666664,15267.0,3750.0,1116.0
0.4549,33011.214285714275,4807.666666666664,2521.7857142857138,337.4047619047619,67362.0,17984.0,4705.0,1045.3333333333333
0.4588,65170.761904761894,21257.38095238095,4605.857142857142,1026.1190476190473,90034.0,21328.333333333332,4770.333333333333,1309.0
0.4627,50348.99999999994,45052.88095238094,15404.214285714283,1756.8571428571427,290001.0,46470.333333333336,13819.0,3202.6666666666665
0.4667,176282.4285714284,38390.71428571426,21143.714285714275,1594.0476190476165,648622.3333333334,162545.0,33125.333333333336,12083.333333333334
0.4706,-1986.690476190648,4650.85714285713,1790.023809523802,-59.33333333333576,979981.3333333334,243292.0,68615.33333333333,18751.0
0.4745,-44680.76190476213,-5119.809523809527,-1023.0238095238165,167.6190476190459,1064317.6666666667,270471.0,70234.33333333333,18030.0
0.4784,-7785.690476190532,-1672.0952380952658,-1001.2142857143044,-275.59523809524035,1053097.0,272692.3333333333,73744.66666666667,20558.333333333332
0.4824,-1586.357142857276,-3659.9761904762127,-979.0952380952513,44.61904761904589,1109414.3333333333,291182.0,78007.66666666667,19719.666666666668
0.4863,-7914.095238095382,-2564.452380952367,-218.42857142857974,-417.7380952380954,1091351.0,269954.3333333333,71655.33333333333,20110.0
0.4902,-8978.357142857276,-3438.833333333372,-357.14285714285506,-91.02380952381282,1096681.3333333333,274784.6666666667,72483.33333333333,20360.666666666668
0.4941,-14604.714285714319,191.16666666662786,-643.833333333343,-148.69047619047706,1106627.3333333333,267288.0,75189.66666666667,21118.333333333332
