Bias_Current,Counts_TL1(0.011),Counts_TL2(0.013),Counts_TL3(0.015),Counts_TL4(0.017),Counts_TL5(0.025),DCounts_TL1(0.011),DCounts_TL2(0.013),DCounts_TL3(0.015),DCounts_TL4(0.017),DCounts_TL5(0.025)
0.098,-1.0952380952381304,-2.0,-1.3333333333333333,0.0,0.0,279.6666666666667,2.0,1.3333333333333333,0.0,0.0
0.102,-16.309523809523824,-1.2142857142857144,0.0,1.7857142857142856,0.0,263.3333333333333,3.0,0.0,0.0,0.0
0.1059,-27.404761904761926,0.45238095238095233,1.380952380952381,0.0,0.0,294.6666666666667,1.3333333333333333,1.0,0.0,0.0
0.1098,9.73809523809524,1.309523809523809,0.0,0.0,0.0,306.3333333333333,1.6666666666666667,0.0,0.0,0.0
0.1137,-8.73809523809524,-0.5476190476190479,-1.3333333333333333,0.0,0.0,301.0,2.3333333333333335,1.3333333333333333,0.0,0.0
0.1176,-10.285714285714334,0.7857142857142856,0.0,0.0,0.0,312.6666666666667,1.0,0.0,0.0,0.0
0.1216,-23.45238095238102,-0.8095238095238095,-0.3333333333333333,0.0,0.5952380952380952,321.6666666666667,2.0,0.3333333333333333,0.0,0.0
0.1255,-0.33333333333337123,-1.476190476190476,0.0,0.5952380952380952,5.357142857142857,300.3333333333333,2.6666666666666665,0.0,0.0,0.0
0.1294,-24.35714285714289,1.8333333333333326,-0.6666666666666666,-0.0714285714285714,0.0,310.6666666666667,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.0
0.1333,-15.666666666666686,-3.4761904761904763,0.5952380952380952,0.0,0.0,332.3333333333333,4.666666666666667,0.0,0.0,0.0
0.1373,-31.47619047619048,0.45238095238095233,0.0,0.0,0.0,324.3333333333333,1.3333333333333333,0.0,0.0,0.0
0.1412,-8.023809523809575,-0.09523809523809534,-0.40476190476190477,0.0,-0.3333333333333333,336.0,3.6666666666666665,1.0,0.0,0.3333333333333333
0.1451,-20.071428571428612,2.4285714285714284,0.5238095238095238,0.2619047619047619,0.0,354.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.0
0.149,29.190476190476147,0.3095238095238093,-1.4047619047619047,-1.3333333333333333,-0.3333333333333333,355.3333333333333,2.6666666666666665,2.0,1.3333333333333333,0.3333333333333333
0.1529,32.92857142857139,-1.2380952380952381,1.119047619047619,-0.8095238095238095,0.0,351.0,6.0,0.6666666666666666,2.0,0.0
0.1569,13.90476190476187,1.0952380952380953,0.0,-0.6666666666666666,0.0,348.0,3.6666666666666665,0.0,0.6666666666666666,0.0
0.1608,4.928571428571388,0.8333333333333326,-0.6666666666666666,0.5952380952380952,0.0,370.6666666666667,3.3333333333333335,0.6666666666666666,0.0,0.0
0.1647,-43.59523809523813,-0.5476190476190479,-0.6666666666666666,0.0,0.0,393.0,2.3333333333333335,0.6666666666666666,0.0,0.0
0.1686,-9.809523809523853,0.5714285714285712,2.6428571428571423,-0.8095238095238095,0.0,377.6666666666667,3.0,0.3333333333333333,2.0,0.0
