Bias_Current,Counts_TL1(0.010),Counts_TL2(0.011),Counts_TL3(0.012),DCounts_TL1(0.010),DCounts_TL2(0.011),DCounts_TL3(0.012)
0.1765,822.3571428571377,839.0,786.0238095238094,22874.666666666668,5744.333333333333,1694.3333333333333
0.1804,562.1904761904734,786.7380952380945,880.7857142857142,22439.0,5712.666666666667,1846.0
0.1843,569.4047619047597,835.309523809523,918.3571428571427,22863.333333333332,6417.666666666667,2178.6666666666665
0.1882,373.07142857142753,839.0952380952376,853.7857142857138,24276.333333333332,6849.0,2723.0
0.1863,897.0952380952367,965.5714285714284,936.238095238095,21591.0,5846.333333333333,2350.6666666666665
