Bias_Current,Counts_TL1(0.008),Counts_TL2(0.009),Counts_TL3(0.010),Counts_TL4(0.011),Counts_TL5(0.012),DCounts_TL1(0.008),DCounts_TL2(0.009),DCounts_TL3(0.010),DCounts_TL4(0.011),DCounts_TL5(0.012)
0.049,-2813.952380952396,-349.1190476190495,-18.857142857143117,-28.642857142857224,-3.69047619047619,211099.66666666666,32589.0,3917.6666666666665,542.3333333333334,73.33333333333333
0.0529,-2156.452380952396,-425.14285714285506,29.88095238095184,-24.476190476190595,-11.761904761904773,206729.66666666666,33509.666666666664,4018.3333333333335,567.3333333333334,73.66666666666667
0.0569,-2834.4761904762127,-107.85714285715221,14.547619047618355,-8.976190476190595,22.095238095238074,209460.66666666666,37023.333333333336,5108.666666666667,706.0,82.66666666666667
0.0608,-6778.1904761905025,-650.6666666666715,-93.23809523809541,15.333333333333258,-1.8571428571428612,239977.0,39775.666666666664,4831.333333333333,668.0,92.33333333333333
0.0647,-3005.595238095266,-966.2857142857174,-148.2619047619046,-38.45238095238096,16.261904761904745,236805.0,40827.0,5314.333333333333,761.6666666666666,101.0
0.0686,-5280.023809523816,-520.4761904761981,-155.95238095238165,14.595238095238074,-14.5,251674.66666666666,44113.333333333336,5908.333333333333,761.0,110.33333333333333
0.0725,-4920.714285714319,-142.35714285714494,119.02380952380918,10.261904761904702,-9.42857142857143,267243.3333333333,43862.0,5228.0,690.3333333333334,96.33333333333333
0.0765,-2372.6904761905025,-629.4761904761908,-146.35714285714312,-22.57142857142867,-6.714285714285722,243775.66666666666,40080.666666666664,5316.0,702.3333333333334,112.66666666666667
0.0804,-2897.9047619047924,-498.11904761905316,-89.92857142857247,29.976190476190368,-12.357142857142868,215311.0,36596.333333333336,4472.666666666667,623.0,73.66666666666667
0.0843,-1349.833333333343,-991.095238095244,-86.2619047619055,-0.4761904761905953,-8.500000000000014,223329.0,38053.0,4719.0,693.3333333333334,96.0
0.0882,-2728.5,-756.238095238099,-62.42857142857156,-41.11904761904759,-1.4285714285714306,231007.66666666666,39594.333333333336,4941.0,697.6666666666666,88.33333333333333
0.0922,-2890.7857142857392,-92.50000000000728,-162.42857142857247,-10.69047619047626,9.857142857142847,214930.66666666666,39313.333333333336,5207.666666666667,655.3333333333334,91.33333333333333
0.0961,-2243.000000000029,-739.1428571428623,68.99999999999909,5.023809523809405,-17.285714285714292,243168.0,37457.0,4722.666666666667,725.3333333333334,128.0
0.1,-1193.0952380952658,555.3333333333285,132.66666666666606,46.95238095238096,14.499999999999986,255205.0,43286.333333333336,5550.666666666667,800.6666666666666,114.66666666666667
0.1039,-2140.095238095266,1173.2142857142826,483.07142857142844,182.71428571428567,31.976190476190467,255810.33333333334,44366.666666666664,5491.333333333333,744.6666666666666,112.66666666666667
0.1078,1450.2619047618937,2462.2619047618937,810.1904761904761,267.04761904761904,43.73809523809524,278175.3333333333,51363.333333333336,5649.333333333333,777.0,130.66666666666666
