Bias_Current,Counts_TL1(0.010),Counts_TL2(0.011),Counts_TL3(0.012),Counts_TL4(0.013),Counts_TL5(0.014),Counts_TL6(0.015),DCounts_TL1(0.010),DCounts_TL2(0.011),DCounts_TL3(0.012),DCounts_TL4(0.013),DCounts_TL5(0.014),DCounts_TL6(0.015)
0.0461,10154.42857142857,9576.857142857141,9146.285714285714,8048.428571428571,7223.285714285714,5728.999999999999,4592.0,2016.0,1518.0,1398.0,1066.0,946.0
0.0471,10044.714285714284,9252.999999999998,9212.714285714284,8627.999999999998,7764.5714285714275,6394.999999999999,4466.0,2122.0,1598.0,1472.0,1314.0,1030.0
0.048,9723.571428571428,10077.285714285714,9359.285714285714,9336.571428571428,8125.142857142857,7122.857142857141,4930.0,2062.0,1730.0,1592.0,1482.0,1170.0
0.049,10186.142857142855,9840.999999999998,9552.999999999998,9556.285714285714,9041.42857142857,8074.5714285714275,4846.0,2234.0,1872.0,1608.0,1530.0,1304.0
0.05,9967.42857142857,10207.999999999998,10061.142857142857,9778.999999999998,9541.42857142857,8556.571428571428,4954.0,2342.0,1996.0,1796.0,1530.0,1472.0
0.051,10241.42857142857,10141.714285714284,10039.42857142857,9772.714285714284,9655.285714285714,9486.285714285714,5180.0,2394.0,1982.0,1938.0,1784.0,1678.0
0.052,10518.857142857141,10468.714285714284,10416.999999999998,10584.999999999998,10279.42857142857,9424.285714285714,5374.0,2592.0,2008.0,1940.0,1892.0,1790.0
0.0529,10026.857142857141,10517.42857142857,10400.571428571428,9968.42857142857,10251.999999999998,10288.999999999998,5966.0,2704.0,2128.0,2128.0,1998.0,1836.0
0.0539,9512.571428571428,10525.714285714284,10454.285714285714,10155.857142857141,10370.714285714284,9942.42857142857,5766.0,2610.0,2310.0,2262.0,2090.0,2054.0
0.0549,9937.714285714284,10310.285714285714,10888.42857142857,10623.571428571428,10354.42857142857,9993.857142857141,6098.0,2954.0,2358.0,2480.0,2342.0,2424.0
0.0559,10378.428571428569,10462.42857142857,10638.857142857141,10127.42857142857,10571.714285714284,10489.714285714284,6118.0,3534.0,2654.0,2744.0,2614.0,2546.0
0.0569,10599.857142857141,10419.42857142857,10535.142857142855,10558.285714285714,10494.999999999998,10111.142857142855,6168.0,3502.0,3172.0,2956.0,2980.0,3396.0
0.0578,10858.428571428569,10635.42857142857,10670.285714285714,10651.999999999998,10583.42857142857,10133.714285714284,7038.0,4086.0,3644.0,3598.0,3538.0,3652.0
0.0588,10828.428571428569,10362.999999999998,10319.857142857141,10572.285714285714,10610.42857142857,10637.857142857141,7618.0,4812.0,4448.0,4392.0,4236.0,4280.0
0.0598,11167.857142857141,10704.857142857141,10735.142857142855,10529.285714285712,10443.857142857141,10807.999999999998,8850.0,5988.0,5622.0,5660.0,5574.0,5392.0
0.0608,10334.857142857141,11501.857142857141,11449.571428571428,10561.857142857141,10812.428571428569,11248.0,10958.0,7816.0,7304.0,7406.0,7034.0,7252.0
0.0618,10162.714285714283,10845.428571428569,10906.999999999996,10948.714285714283,11339.999999999996,10745.714285714283,14298.0,10526.0,9968.0,9712.0,9860.0,10090.0
0.0627,10634.428571428569,10677.714285714283,11526.857142857141,10338.142857142855,11935.714285714283,15968.714285714283,17462.0,14408.0,13866.0,14094.0,13550.0,14042.0
0.0637,11574.28571428571,10259.571428571424,11428.999999999996,10524.714285714283,19482.428571428565,11164.428571428569,24340.0,21344.0,20996.0,20436.0,19864.0,20032.0
0.0647,10664.428571428565,10072.571428571428,11855.142857142855,11390.142857142855,358.57142857142753,11047.999999999993,35982.0,31756.0,31302.0,31042.0,41420.0,29702.0
0.0657,10202.57142857142,11045.57142857142,11228.142857142855,-7689.571428571435,10698.57142857142,11777.857142857138,59926.0,55458.0,55704.0,73486.0,54030.0,52540.0
0.0667,18176.28571428571,19055.85714285713,10278.428571428565,14349.14285714284,12626.428571428565,14815.57142857142,116338.0,112412.0,110118.0,104708.0,102270.0,101938.0
0.0676,7035.0,10920.42857142855,12634.85714285713,14211.99999999997,8817.99999999997,22616.99999999997,258390.0,241076.0,237408.0,227388.0,220782.0,210358.0
0.0686,8504.71428571426,-734.1428571428987,10426.857142857101,5487.571428571362,4267.57142857142,-472.1428571428987,443256.0,433352.0,412616.0,399666.0,381836.0,359640.0
0.0696,-4710.142857142957,1550.1428571428405,-3151.0,19927.714285714203,163.57142857136205,-7741.285714285739,626978.0,606882.0,573876.0,555608.0,518090.0,485202.0
0.0686,-15113.28571428574,1363.9999999999418,-1848.428571428638,-5753.285714285739,474.8571428571013,-4183.142857142899,456924.0,437236.0,416552.0,400314.0,380268.0,357926.0
