# metadata,value
mode,qcl
fudge_factor,1
on_start,0.1
on_stop,0.29
off_start,0.6
off_stop,30

Bias_Current,Counts_TL1(0.012),Counts_TL2(0.014),Counts_TL3(0.016),DCounts_TL1(0.012),DCounts_TL2(0.014),DCounts_TL3(0.016),ClicksOn_TL1(0.012),ClicksOn_TL2(0.014),ClicksOn_TL3(0.016),ClicksOff_TL1(0.012),ClicksOff_TL2(0.014),ClicksOff_TL3(0.016)
0.0,-40.816326530612244,-34.01360544217687,-15.873015873015873,40.816326530612244,34.01360544217687,15.873015873015873,0,0,0,18,15,7
0.002,-79.36507936507937,-54.42176870748299,-36.281179138321995,79.36507936507937,54.42176870748299,36.281179138321995,0,0,0,35,24,16
0.0039,-63.492063492063494,-47.61904761904762,672.2759279150257,63.492063492063494,47.61904761904762,29.478458049886623,0,0,2,28,21,13
0.0059,-52.15419501133787,-36.281179138321995,-70.29478458049887,52.15419501133787,36.281179138321995,70.29478458049887,0,0,0,23,16,31
0.0078,-74.82993197278911,-47.61904761904762,-34.01360544217687,74.82993197278911,47.61904761904762,34.01360544217687,0,0,0,33,21,15
0.0098,-52.15419501133787,-52.15419501133787,-24.94331065759637,52.15419501133787,52.15419501133787,24.94331065759637,0,0,0,23,23,11
0.0118,-129.2517006802721,-61.224489795918366,-43.08390022675737,129.2517006802721,61.224489795918366,43.08390022675737,0,0,0,57,27,19
0.0137,980.0692206707246,-61.224489795918366,-40.816326530612244,72.56235827664399,61.224489795918366,40.816326530612244,3,0,0,32,27,18
0.0157,957.3934837092734,-68.02721088435374,-49.88662131519274,95.23809523809524,68.02721088435374,49.88662131519274,3,0,0,42,30,22
0.0176,2729.920038190715,941.5204678362575,-90.70294784580499,77.09750566893425,111.11111111111111,90.70294784580499,8,3,0,34,49,40
0.0196,4801.169590643275,629.1920276882684,321.39873493256954,111.11111111111111,72.56235827664399,29.478458049886623,14,2,1,49,32,13
0.0216,13607.113020646857,4149.301825993556,1371.7627401837929,77.09750566893425,61.224489795918366,31.746031746031747,39,12,4,34,27,14
0.0235,19911.564625850344,4167.442415562717,1724.9075068623945,88.43537414965986,43.08390022675737,29.478458049886623,57,12,5,39,19,13
0.0255,22732.187611886864,13973.863229502329,3119.3459840076384,74.82993197278911,61.224489795918366,38.54875283446712,65,40,9,33,27,17
0.0275,45539.20515574652,17480.367585630745,7692.0873612602945,74.82993197278911,63.492063492063494,27.210884353741495,130,50,22,33,28,12
0.0294,68375.70115765606,35386.44229621674,12258.026017424514,45.35147392290249,52.15419501133787,22.675736961451246,195,101,35,20,23,10
0.0314,77478.1000119346,56122.21028762383,24178.780284043445,65.75963718820861,18.140589569160998,31.746031746031747,221,160,69,29,8,14
0.0333,106245.49468910373,69786.01265067431,34696.025778732546,70.29478458049887,38.54875283446712,40.816326530612244,303,199,99,31,17,18
0.0353,112235.35028046308,83827.90309106099,49435.13545769185,45.35147392290249,31.746031746031747,38.54875283446712,320,239,141,20,14,17
0.0373,150118.7492540876,111169.11325933883,73647.92934717747,56.68934240362812,58.956916099773245,36.281179138321995,428,317,210,25,26,16
0.0392,166607.70975056692,122745.79305406375,104860.12650674306,58.956916099773245,61.224489795918366,52.15419501133787,475,350,299,26,27,23
0.0412,187988.5427855353,157129.4903926483,103123.88113139995,81.63265306122449,63.492063492063494,34.01360544217687,536,448,294,36,28,15
0.0431,220946.05561522857,168685.7620241079,141697.69662250867,106.57596371882086,86.16780045351474,56.68934240362812,630,481,404,47,38,25
0.0451,233217.68707482997,198868.00334168755,162390.38071368902,115.64625850340136,79.36507936507937,65.75963718820861,665,567,463,51,35,29
0.0471,261609.26124835902,217432.7485380117,215003.81907148828,145.12471655328798,111.11111111111111,83.90022675736961,746,620,613,64,49,37
0.049,265856.0687432868,254634.80128893664,220280.58240840197,108.84353741496598,102.04081632653062,70.29478458049887,758,726,628,48,45,31
0.051,283696.3838166846,264434.4193817878,232914.42892946655,163.26530612244898,126.98412698412699,68.02721088435374,809,754,664,72,56,30
0.0529,297733.73910967895,293880.8927079604,261310.5382503879,160.99773242630386,154.1950113378685,92.9705215419501,849,838,745,71,68,41
0.0549,288266.8576202411,321584.3179377014,283719.059553646,154.1950113378685,170.06802721088437,140.58956916099774,822,917,809,68,75,62
0.0569,285382.7425707125,310358.515335959,286863.3488483113,231.2925170068027,167.80045351473922,154.1950113378685,814,885,818,102,74,68
0.0588,326064.08879341214,311368.0630146796,324343.716433942,251.70068027210885,210.8843537414966,217.68707482993196,930,888,925,111,93,96
0.0608,329860.2458527271,298679.7947249075,325079.4844253491,315.19274376417235,267.5736961451247,183.6734693877551,941,852,927,139,118,81
0.0627,318181.52524167567,335859.171738871,310627.7598758802,414.96598639455783,281.1791383219955,249.4331065759637,908,958,886,183,124,110
0.0647,331179.85439789953,335422.12674543506,347422.2460914191,399.09297052154193,367.3469387755102,297.0521541950113,945,957,991,176,162,131
0.0667,340003.9384174723,316465.6880295978,334014.0828261129,346.9387755102041,376.4172335600907,371.8820861678004,970,903,953,153,166,164
0.0686,356415.80140828266,340243.70449934364,340284.52082587424,426.30385487528343,458.0498866213152,417.23356009070295,1017,971,971,188,202,184
0.0706,355978.7564148467,321638.14297648886,362013.96348012896,512.4716553287982,467.12018140589566,442.17687074829934,1016,918,1033,226,206,195
0.0725,365022.1983530254,372854.87528344675,338781.23881131405,591.8367346938776,478.4580498866213,517.0068027210884,1042,1064,967,261,211,228
0.0745,369221.3868003342,357690.0584795322,358713.21160042967,603.1746031746031,555.5555555555555,585.0340136054422,1054,1021,1024,266,245,258
0.0765,352569.1609977325,356501.37247881613,369800.69220670726,764.172335600907,691.609977324263,725.6235827664399,1007,1018,1056,337,305,320
0.0784,378810.1205394439,389443.01229263644,369716.7919799499,839.0022675736961,732.4263038548753,809.5238095238095,1082,1112,1056,370,323,357
0.0804,396505.3108962884,371903.0910609858,368869.9128774317,1038.5487528344672,1079.3650793650793,954.6485260770975,1133,1063,1054,458,476,421
0.0824,421052.5122329634,413317.34097147634,415098.9378207424,1403.6281179138323,1419.501133786848,1392.2902494331065,1204,1182,1187,619,626,614
0.0843,438167.2037235948,437549.3495643872,442318.77312328445,2183.673469387755,2099.7732426303855,2242.630385487528,1255,1253,1267,963,926,989
0.0833,429851.0562119585,413307.67394677177,403874.806062776,1727.891156462585,1780.045351473923,1739.2290249433106,1230,1183,1156,762,785,767
