# metadata,value
mode,qcl
fudge_factor,1
on_start,0.1
on_stop,0.29
off_start,0.6
off_stop,30

Bias_Current,Counts_TL1(0.016),DCounts_TL1(0.016),ClicksOn_TL1(0.016),ClicksOff_TL1(0.016)
0.0392,337857.3218761189,37.41496598639456,642,11
0.0451,619921.7687074831,78.2312925170068,1178,23
0.051,893602.5778732547,81.63265306122449,1698,24
0.0569,1097171.142141067,197.27891156462587,2085,58
0.0627,1183486.9316147512,197.27891156462587,2249,58
0.0686,1262298.2456140353,333.33333333333337,2399,98
0.0745,1280019.5130683854,506.8027210884354,2433,149
0.0804,1363509.8460436808,700.6802721088436,2592,206
0.0784,1349849.4450411745,676.8707482993198,2566,199
