# metadata,value
mode,qcl
fudge_factor,1
on_start,0.1
on_stop,0.29
off_start,0.6
off_stop,30

Bias_Current,Counts_TL1(0.016),DCounts_TL1(0.016),ClicksOn_TL1(0.016),ClicksOff_TL1(0.016)
0.0392,542098.4604368064,6.802721088435375,1030,2
0.0451,977881.1313999285,13.60544217687075,1858,4
0.051,1394665.4135338347,71.42857142857143,2650,21
0.0569,1795154.3143573222,108.843537414966,3411,32
0.0627,1955568.3852488366,221.08843537414967,3716,65
0.0686,2065415.324024347,374.1496598639456,3925,110
0.0745,2128406.5520945224,540.8163265306123,4045,159
0.0804,2292266.738274257,891.1564625850341,4357,262
0.0784,2214528.464017186,734.6938775510205,4209,216
