# metadata,value
mode,qcl
fudge_factor,1
on_start,0.1
on_stop,0.29
off_start,0.6
off_stop,30

Bias_Current,Counts_TL1(0.016),DCounts_TL1(0.016),ClicksOn_TL1(0.016),ClicksOff_TL1(0.016)
0.0392,684210.5263157896,0.0,1300,0
0.0451,1129989.7959183676,10.204081632653061,2147,3
0.051,1606808.0916577158,34.013605442176875,3053,10
0.0569,2056706.0508413895,136.0544217687075,3908,40
0.0627,2228702.470461869,244.8979591836735,4235,72
0.0686,2320209.989258862,316.32653061224494,4409,93
0.0745,2414270.8557107057,465.98639455782313,4588,137
0.0804,2606541.890440387,826.530612244898,4954,243
0.0784,2526236.6630862877,605.4421768707483,4801,178
