LECROYWM8600A,187,Waveform
Segments,1,SegmentSize,50002
Segment,TrigTime,TimeSinceSegment1
#1,25-Jun-2025 12:38:30,0                 
Time,Ampl
-2.5000466e-006,0.000820535
-2.4999466e-006,0.00523999
-2.4998466e-006,0.000820535
-2.4997466e-006,0.000820535
-2.4996466e-006,-0.0013892
-2.4995466e-006,-0.0013892
-2.4994466e-006,0.000820535
-2.4993466e-006,0.00744972
-2.4992466e-006,0.00303026
-2.4991466e-006,0.00303026
-2.4990466e-006,0.000820535
-2.4989466e-006,-0.0013892
-2.4988466e-006,-0.0013892
-2.4987466e-006,0.00523999
-2.4986466e-006,0.00303026
-2.4985466e-006,0.00303026
-2.4984466e-006,0.000820535
-2.4983466e-006,-0.0013892
-2.4982466e-006,0.000820535
-2.4981466e-006,0.00744972
-2.4980466e-006,0.00303026
-2.4979466e-006,0.00303026
-2.4978466e-006,0.000820535
-2.4977466e-006,0.000820535
-2.4976466e-006,0.000820535
-2.4975466e-006,0.00744972
-2.4974466e-006,0.00303026
-2.4973466e-006,0.00303026
-2.4972466e-006,0.000820535
-2.4971466e-006,0.00303026
-2.4970466e-006,0.000820535
-2.4969466e-006,0.00744972
-2.4968466e-006,0.00523999
-2.4967466e-006,0.00303026
-2.4966466e-006,0.00303026
-2.4965466e-006,0.00303026
-2.4964466e-006,0.00303026
-2.4963466e-006,0.00744972
-2.4962466e-006,0.00523999
-2.4961466e-006,0.00303026
-2.4960466e-006,0.00303026
-2.4959466e-006,0.00303026
-2.4958466e-006,0.00303026
-2.4957466e-006,0.00965945
-2.4956466e-006,0.00303026
-2.4955466e-006,0.00303026
-2.4954466e-006,0.00303026
-2.4953466e-006,0.00303026
-2.4952466e-006,0.00303026
-2.4951466e-006,0.00523999
-2.4950466e-006,0.00523999
-2.4949466e-006,0.00303026
-2.4948466e-006,0.00303026
-2.4947466e-006,0.00303026
-2.4946466e-006,0.00303026
-2.4945466e-006,0.00744972
-2.4944466e-006,0.00744972
-2.4943466e-006,0.00303026
-2.4942466e-006,0.00523999
