# metadata,value
mode,qcl
fudge_factor,1
cycles,6
cycles_completed,6
integration_time,2
on_start,0.1
on_stop,0.95
on_dcr_start,1.2
on_dcr_stop,1.2
off_start,1.2
off_stop,15

Bias_Current,Counts_TL1(0.012),Counts_TL2(0.014),Counts_TL3(0.016),CountsOnDcr_TL1(0.012),CountsOnDcr_TL2(0.014),CountsOnDcr_TL3(0.016),DCounts_TL1(0.012),DCounts_TL2(0.014),DCounts_TL3(0.016),ClicksOn_TL1(0.012),ClicksOn_TL2(0.014),ClicksOn_TL3(0.016),ClicksOnDcr_TL1(0.012),ClicksOnDcr_TL2(0.014),ClicksOnDcr_TL3(0.016),ClicksOff_TL1(0.012),ClicksOff_TL2(0.014),ClicksOff_TL3(0.016)
0.0245,203.9937955858677,-10.95836885478829,2.6581888794165014,,,,5364.633655394525,164.55314009661836,7.14573268921095,3408.0,94.0,6.0,0.0,0.0,0.0,53303.0,1635.0,71.0
0.0265,113.92914653784192,8.335701430330602,-3.374538221085536,,,,5441.626409017714,177.93880837359097,6.642512077294686,3400.0,114.0,2.0,0.0,0.0,0.0,54068.0,1768.0,66.0
0.0284,356.605806573838,12.438429478071413,-1.5629440181869851,,,,5422.805958132045,172.20209339774559,4.830917874396135,3537.0,113.0,2.0,0.0,0.0,0.0,53881.0,1711.0,48.0
0.0304,251.82935493037803,-7.65487354362034,-2.0188026901581893,,,,5450.785024154589,180.8574879227053,8.55475040257649,3490.0,106.0,4.0,0.0,0.0,0.0,54159.0,1797.0,85.0
0.0324,322.1322345363269,43.85123614663257,3.285734583688548,,,,5432.769726247987,183.27294685990339,8.152173913043478,3522.0,139.0,7.0,0.0,0.0,0.0,53980.0,1821.0,81.0
0.0343,89.33053897887658,3.919200530453736,2.4332196646774644,,,,5456.421095008051,169.28341384863123,5.736714975845411,3394.0,106.0,5.0,0.0,0.0,0.0,54215.0,1682.0,57.0
0.0363,164.81363076631624,19.909775504404678,-4.002083925357583,,,,5408.71578099839,166.3647342995169,5.636070853462158,3411.0,114.0,1.0,0.0,0.0,0.0,53741.0,1653.0,56.0
0.0382,243.5350951974997,15.096618357487927,-0.23088945723216803,,,,5421.497584541063,179.34782608695653,5.132850241545894,3467.0,119.0,3.0,0.0,0.0,0.0,53868.0,1782.0,51.0
0.0402,136.39646679928046,-12.33186511319505,2.0069622051719236,,,,5476.3486312399355,182.26650563607086,4.528985507246377,3435.0,104.0,4.0,0.0,0.0,0.0,54413.0,1811.0,45.0
0.0422,270.9221369707302,-7.5068674812920335,13.367907549493228,,,,5519.927536231884,183.97745571658615,6.239935587761675,3544.0,108.0,12.0,0.0,0.0,0.0,54846.0,1828.0,62.0
0.0441,273.01790281329977,48.143411954153635,-0.38481576205361456,,,,5648.550724637681,190.41867954911433,8.55475040257649,3624.0,146.0,5.0,0.0,0.0,0.0,56124.0,1892.0,85.0
0.0461,469.0667329733824,66.7803353225348,9.874964478545042,,,,5570.148953301127,179.95169082125605,4.830917874396135,3696.0,151.0,9.0,0.0,0.0,0.0,55345.0,1788.0,48.0
0.048,584.0556029174959,173.2795775314957,38.10268068580089,,,,5479.669887278583,192.73349436392914,7.648953301127214,3711.0,224.0,28.0,0.0,0.0,0.0,54446.0,1915.0,76.0
0.05,1176.5061096902537,358.66605096144735,100.92237378043005,,,,5544.082125603864,201.7914653784219,8.55475040257649,4113.0,343.0,67.0,0.0,0.0,0.0,55086.0,2005.0,85.0
0.052,2045.6509898645445,891.7187648006062,322.0315904139434,,,,5500.1006441223835,206.32045088566827,16.203703703703702,4618.0,672.0,207.0,0.0,0.0,0.0,54649.0,2050.0,161.0
0.0539,3535.0419153168523,1921.9120015155822,647.3903571090273,,,,5500.905797101449,231.68276972624798,22.544283413848632,5530.0,1318.0,410.0,0.0,0.0,0.0,54657.0,2302.0,224.0
0.0559,5305.75092355783,3530.027469925168,1605.3625556502795,,,,5534.118357487922,264.0901771336554,46.59822866344606,6634.0,2322.0,1011.0,0.0,0.0,0.0,54987.0,2624.0,463.0
0.0578,8224.152221274984,5864.088993085157,3085.8079946954626,,,,5534.01771336554,292.7737520128824,71.05475040257649,8420.0,3768.0,1932.0,0.0,0.0,0.0,54986.0,2909.0,706.0
0.0598,10593.717438666288,8567.117789144644,5566.661930472672,,,,5497.785829307569,334.84299516908214,116.34460547504025,9848.0,5448.0,3478.0,0.0,0.0,0.0,54626.0,3327.0,1156.0
0.0618,13603.758169934641,11635.549872122763,8538.594060812731,,,,5541.666666666667,356.280193236715,159.1183574879227,11717.0,7339.0,5323.0,0.0,0.0,0.0,55062.0,3540.0,1581.0
0.0637,15858.233873259449,14733.541725869092,12424.102491238042,,,,5540.458937198067,408.61513687600643,200.0805152979066,13096.0,9267.0,7726.0,0.0,0.0,0.0,55050.0,4060.0,1988.0
0.0657,18158.9644311831,18019.578241924788,16257.293738751541,,,,5455.414653784219,421.59822866344604,245.9742351046699,14452.0,11286.0,10100.0,0.0,0.0,0.0,54205.0,4189.0,2444.0
0.0676,21002.995642701524,20419.046604148905,19713.176091692716,,,,5550.925925925926,453.5024154589372,273.7520128824477,16251.0,12774.0,12232.0,0.0,0.0,0.0,55154.0,4506.0,2720.0
0.0696,23242.74770294591,23213.383300179976,22948.073553092734,,,,5569.343800322061,489.23107890499193,323.1682769726248,17633.0,14506.0,14242.0,0.0,0.0,0.0,55337.0,4861.0,3211.0
0.0716,25944.124751349817,25745.48877522023,25595.629676991568,,,,5658.816425120773,540.4589371980676,384.7624798711755,19341.0,16087.0,15900.0,0.0,0.0,0.0,56226.0,5370.0,3823.0
0.0735,28495.530216917683,28482.12086767074,28367.46945154874,,,,5744.665861513688,617.5523349436393,446.256038647343,20955.0,17809.0,17634.0,0.0,0.0,0.0,57079.0,6136.0,4434.0
