# metadata,value
mode,qcl
fudge_factor,1
cycles,6
cycles_completed,6
integration_time,2
on_start,0.1
on_stop,0.95
on_dcr_start,1.2
on_dcr_stop,1.2
off_start,1.2
off_stop,15

Bias_Current,Counts_TL1(0.012),Counts_TL2(0.014),Counts_TL3(0.016),CountsOnDcr_TL1(0.012),CountsOnDcr_TL2(0.014),CountsOnDcr_TL3(0.016),DCounts_TL1(0.012),DCounts_TL2(0.014),DCounts_TL3(0.016),ClicksOn_TL1(0.012),ClicksOn_TL2(0.014),ClicksOn_TL3(0.016),ClicksOnDcr_TL1(0.012),ClicksOnDcr_TL2(0.014),ClicksOnDcr_TL3(0.016),ClicksOff_TL1(0.012),ClicksOff_TL2(0.014),ClicksOff_TL3(0.016)
0.0755,31309.35635123615,31278.168513782326,31250.011840484985,,,,5800.12077294686,707.1256038647343,542.4718196457327,22711.0,19575.0,19457.0,0.0,0.0,0.0,57630.0,7026.0,5390.0
0.0775,33707.73538884153,33461.60722743204,33721.05001420859,,,,6035.728663446055,868.4581320450885,711.9565217391305,24323.0,21010.0,21073.0,0.0,0.0,0.0,59971.0,8629.0,7074.0
0.0794,35227.71620725585,36456.391493795585,35905.22875816994,,,,6401.3687600644125,1159.6215780998389,972.2222222222222,25477.0,23021.0,22569.0,0.0,0.0,0.0,63604.0,11522.0,9660.0
0.0814,38665.4352562281,38839.371980676326,39007.483186511316,,,,6860.708534621578,1660.6280193236714,1453.3011272141707,27862.0,24786.0,24762.0,0.0,0.0,0.0,68168.0,16500.0,14440.0
0.0833,41511.248460736955,41063.83205456095,41874.769110542766,,,,7709.339774557166,2465.5797101449275,2296.7995169082124,30123.0,26640.0,27033.0,0.0,0.0,0.0,76600.0,24498.0,22821.0
0.0853,43840.91124372454,44542.16988727858,44252.788434214264,,,,8904.186795491143,3818.941223832528,3641.0024154589373,32280.0,29597.0,29311.0,0.0,0.0,0.0,88472.0,37945.0,36177.0
0.0873,46553.88604717249,46786.237804300465,47091.41446433646,,,,11261.473429951691,6123.892914653784,5931.461352657005,35383.0,32381.0,32450.0,0.0,0.0,0.0,111894.0,60847.0,58935.0
0.0892,50430.72724258786,50319.00042625746,49892.334470019894,,,,15296.39694041868,10421.195652173914,10192.632850241545,40225.0,37173.0,36772.0,0.0,0.0,0.0,151985.0,103545.0,101274.0
0.0912,53821.83030216918,53656.229279151274,53190.97518234346,,,,22655.29388083736,17699.979871175525,17472.42351046699,46804.0,43670.0,43246.0,0.0,0.0,0.0,225103.0,175867.0,173606.0
0.0931,57377.58122572701,57343.474708724076,57565.30027469926,,,,37217.19001610306,31988.22463768116,31704.307568438002,57892.0,54671.0,54633.0,0.0,0.0,0.0,369790.0,317835.0,315014.0
0.0951,61063.240030311645,60921.63967036089,59696.06067064506,,,,68230.87761674718,62532.608695652176,61991.84782608696,79128.0,75554.0,74473.0,0.0,0.0,0.0,677942.0,621324.0,615951.0
0.0971,69142.07989959267,64502.44506014965,62288.777588330035,,,,171335.04428341385,164103.76409017714,160039.653784219,147172.0,139907.0,136065.0,0.0,0.0,0.0,1702385.0,1630535.0,1590154.0
0.099,-35212.868239083095,-14505.482144548558,5110.1105901297415,,,,884913.84863124,835835.5475040257,779716.6867954911,520017.0,502654.0,480314.0,0.0,0.0,0.0,8792504.0,8304862.0,7747265.0
0.101,-122801.72515866254,-94078.40769157931,-81286.20820308803,,,,2324184.078099839,2171807.165861514,1985648.9533011273,1347246.0,1271570.0,1165470.0,0.0,0.0,0.0,23093093.0,21579076.0,19729408.0
0.1029,-46793.466420384124,-49821.50468883198,-36138.93033058662,,,,2803113.727858293,2568623.7922705314,2290934.6819645735,1686868.0,1541507.0,1379935.0,0.0,0.0,0.0,27851738.0,25521846.0,22762727.0
0.1049,-46451.43625082867,-29708.07284266362,-11109.388320545666,,,,3022448.1682769726,2704892.7133655394,2346068.538647343,1821310.0,1637213.0,1428995.0,0.0,0.0,0.0,30031045.0,26875814.0,23310537.0
0.1069,-32132.329260206316,-5971.3105048784055,1214.3719806764275,,,,3143751.610305958,2747798.1078904993,2317868.961352657,1904311.0,1677998.0,1419279.0,0.0,0.0,0.0,31236316.0,27302122.0,23030346.0
0.1088,-12134.679596476257,-668.649947901722,16827.64398029726,,,,3208654.2874396136,2730969.303542673,2230564.512882448,1956270.0,1670944.0,1375404.0,0.0,0.0,0.0,31881189.0,27134911.0,22162889.0
0.1078,-23072.54073126847,2137.9949322724715,6309.966136212926,,,,3184907.50805153,2746848.933172303,2284431.8639291464,1935043.0,1682380.0,1401934.0,0.0,0.0,0.0,31645241.0,27292691.0,22698115.0
