# metadata,value
mode,qcl
fudge_factor,1
cycles,6
cycles_completed,1
integration_time,2
on_start,0.04
on_stop,0.95
on_dcr_start,1.2
on_dcr_stop,1.2
off_start,1.2
off_stop,15

Bias_Current,Counts_TL1(0.012),Counts_TL2(0.014),Counts_TL3(0.016),CountsOnDcr_TL1(0.012),CountsOnDcr_TL2(0.014),CountsOnDcr_TL3(0.016),DCounts_TL1(0.012),DCounts_TL2(0.014),DCounts_TL3(0.016),ClicksOn_TL1(0.012),ClicksOn_TL2(0.014),ClicksOn_TL3(0.016),ClicksOnDcr_TL1(0.012),ClicksOnDcr_TL2(0.014),ClicksOnDcr_TL3(0.016),ClicksOff_TL1(0.012),ClicksOff_TL2(0.014),ClicksOff_TL3(0.016)
0.0245,2575.708711578278,2237.212666560493,2191.2592238679194,,,,8056.159420289854,308.5748792270531,15.700483091787438,1161.0,278.0,241.0,0.0,0.0,0.0,13341.0,511.0,26.0
0.0265,1991.5658013484117,2202.195147847322,2183.3094441790095,,,,7843.599033816425,288.6473429951691,14.492753623188404,1074.0,272.0,240.0,0.0,0.0,0.0,12989.0,478.0,24.0
0.0284,2229.773849339069,2161.2385199341725,2158.3519137866965,,,,7742.753623188405,283.8164251207729,21.13526570048309,1089.0,267.0,238.0,0.0,0.0,0.0,12822.0,470.0,35.0
0.0304,2828.966926793016,2153.3882783882786,2165.598290598291,,,,7491.545893719806,291.66666666666663,13.888888888888888,1127.0,267.0,238.0,0.0,0.0,0.0,12406.0,483.0,23.0
0.0324,2123.1684981684984,2219.1033604077084,2159.5596432552957,,,,7208.333333333333,271.73913043478257,19.927536231884055,1019.0,272.0,238.0,0.0,0.0,0.0,11937.0,450.0,33.0
0.0343,1934.4508148855994,2252.1102086319484,2238.2544991240643,,,,7479.468599033816,275.3623188405797,14.492753623188404,1028.0,276.0,246.0,0.0,0.0,0.0,12386.0,456.0,24.0
0.0363,3269.370122630993,2145.8432871476352,2211.485374528853,,,,7179.347826086956,271.73913043478257,22.94685990338164,1141.0,264.0,244.0,0.0,0.0,0.0,11889.0,450.0,38.0
0.0382,2529.0850453893954,2217.995169082126,2183.9133089133093,,,,7480.072463768115,282.00483091787436,13.888888888888888,1093.0,273.0,240.0,0.0,0.0,0.0,12387.0,467.0,23.0
0.0402,2416.381323990022,2249.2899612464835,2161.9751021924935,,,,7446.256038647342,296.4975845410628,17.512077294685987,1077.0,278.0,238.0,0.0,0.0,0.0,12331.0,491.0,29.0
0.0422,2377.4353665658036,2248.3874820831347,2191.1596857249033,,,,7457.729468599033,269.92753623188406,6.642512077294685,1074.0,275.0,240.0,0.0,0.0,0.0,12350.0,447.0,11.0
0.0441,2208.4859584859596,2181.2655943090726,2160.767372723895,,,,7361.11111111111,272.9468599033816,18.71980676328502,1045.0,268.0,238.0,0.0,0.0,0.0,12190.0,452.0,31.0
0.0461,2352.1593141158373,2184.3844561235865,2203.4360566969262,,,,7602.053140096617,278.9855072463768,12.681159420289854,1087.0,269.0,242.0,0.0,0.0,0.0,12589.0,462.0,21.0
0.048,2150.4087699739875,2340.161649944259,2171.8360142273186,,,,7464.975845410628,288.04347826086956,25.966183574879224,1050.0,287.0,240.0,0.0,0.0,0.0,12362.0,477.0,43.0
0.05,3201.816902903861,2266.19817380687,2248.6197377501726,,,,7420.893719806762,279.58937198067633,13.28502415458937,1160.0,278.0,247.0,0.0,0.0,0.0,12289.0,463.0,22.0
0.052,3078.655040611564,2674.563359345968,2262.004300047778,,,,7324.27536231884,274.15458937198065,9.057971014492752,1136.0,322.0,248.0,0.0,0.0,0.0,12129.0,454.0,15.0
0.0539,3930.303392259915,3034.4202898550725,2451.996071561289,,,,7324.27536231884,298.9130434782608,20.531400966183572,1229.0,364.0,270.0,0.0,0.0,0.0,12129.0,495.0,34.0
0.0559,3691.571110049372,3602.5906460689075,2819.603705473271,,,,7599.63768115942,280.1932367149758,28.381642512077292,1233.0,424.0,311.0,0.0,0.0,0.0,12585.0,464.0,47.0
0.0578,4761.785316133143,4520.246058289537,3552.2044380740035,,,,7655.797101449275,342.39130434782606,28.381642512077292,1356.0,531.0,391.0,0.0,0.0,0.0,12678.0,567.0,47.0
0.0598,6006.695599086905,5736.184105749324,4452.2548707331325,,,,7720.410628019323,326.0869565217391,44.08212560386473,1499.0,662.0,491.0,0.0,0.0,0.0,12785.0,540.0,73.0
0.0618,7859.93656102352,7096.525455221108,5928.020650846738,,,,7698.671497584541,339.37198067632846,60.990338164251206,1699.0,812.0,654.0,0.0,0.0,0.0,12749.0,562.0,101.0
0.0637,9022.840685884166,8702.208419599723,7806.013431013432,,,,7689.613526570048,345.41062801932367,69.44444444444444,1825.0,988.0,860.0,0.0,0.0,0.0,12734.0,572.0,115.0
0.0657,9720.330997504912,9628.82890056803,9077.799012581621,,,,7605.676328502414,334.54106280193236,79.71014492753622,1892.0,1088.0,1000.0,0.0,0.0,0.0,12595.0,554.0,132.0
0.0676,10675.3530286139,11057.898019854541,10551.75319849233,,,,7401.570048309178,379.8309178743961,98.42995169082124,1974.0,1249.0,1163.0,0.0,0.0,0.0,12257.0,629.0,163.0
0.0696,12061.726920422574,11997.903063120457,11642.100652970219,,,,7672.705314009661,364.7342995169082,97.82608695652173,2155.0,1350.0,1282.0,0.0,0.0,0.0,12706.0,604.0,162.0
0.0716,12980.185273663537,13676.441312310879,13178.949673514891,,,,7752.415458937197,389.4927536231884,117.75362318840578,2264.0,1536.0,1452.0,0.0,0.0,0.0,12838.0,645.0,195.0
0.0735,14673.441896267985,15301.945638902162,15354.103625842756,,,,7560.990338164251,421.4975845410628,167.8743961352657,2428.0,1717.0,1695.0,0.0,0.0,0.0,12521.0,698.0,278.0
0.0755,15928.903222381487,15712.115782767958,15622.285926633755,,,,7752.415458937197,469.2028985507246,183.57487922705312,2586.0,1767.0,1726.0,0.0,0.0,0.0,12838.0,777.0,304.0
0.0775,17401.231618622925,17196.733821733822,16471.512183468705,,,,7900.966183574878,513.8888888888888,240.94202898550722,2763.0,1934.0,1825.0,0.0,0.0,0.0,13084.0,851.0,399.0
0.0794,17706.53501088284,18210.881509794555,18570.67871741785,,,,8016.908212560385,690.2173913043478,376.207729468599,2809.0,2064.0,2069.0,0.0,0.0,0.0,13276.0,1143.0,623.0
0.0814,20381.184636619422,20280.458671763023,19922.04172638955,,,,8410.024154589371,855.0724637681159,572.463768115942,3144.0,2308.0,2238.0,0.0,0.0,0.0,13927.0,1416.0,948.0
0.0833,20796.364867017044,20741.705154748634,21837.328130806392,,,,8635.86956521739,1272.9468599033814,919.0821256038647,3214.0,2404.0,2485.0,0.0,0.0,0.0,14301.0,2108.0,1522.0
0.0853,22233.430217125875,21724.106811063335,21953.787758135586,,,,9131.038647342993,1838.1642512077294,1516.9082125603863,3425.0,2573.0,2563.0,0.0,0.0,0.0,15121.0,3044.0,2512.0
