# metadata,value
mode,qcl
fudge_factor,1
cycles,6
cycles_completed,1
integration_time,2
on_start,0.04
on_stop,0.95
on_dcr_start,1.2
on_dcr_stop,1.2
off_start,1.2
off_stop,15

Bias_Current,Counts_TL1(0.012),Counts_TL2(0.014),Counts_TL3(0.016),CountsOnDcr_TL1(0.012),CountsOnDcr_TL2(0.014),CountsOnDcr_TL3(0.016),DCounts_TL1(0.012),DCounts_TL2(0.014),DCounts_TL3(0.016),ClicksOn_TL1(0.012),ClicksOn_TL2(0.014),ClicksOn_TL3(0.016),ClicksOnDcr_TL1(0.012),ClicksOnDcr_TL2(0.014),ClicksOnDcr_TL3(0.016),ClicksOff_TL1(0.012),ClicksOff_TL2(0.014),ClicksOff_TL3(0.016)
0.0873,24635.59749429315,23326.763815894254,23435.572277963587,,,,10117.149758454105,2735.5072463768115,2525.966183574879,3795.0,2846.0,2835.0,0.0,0.0,0.0,16754.0,4530.0,4183.0
0.0892,26187.881562881565,25520.524765089984,26190.754897276638,,,,11486.11111111111,4534.420289855072,4358.695652173913,4114.0,3282.0,3336.0,0.0,0.0,0.0,19021.0,7509.0,7218.0
0.0912,26349.199713330152,26713.94728459946,25859.10707649839,,,,14777.173913043476,7635.869565217391,7400.966183574878,4491.0,3751.0,3632.0,0.0,0.0,0.0,24471.0,12645.0,12256.0
0.0931,27668.41190210756,26800.63837129055,27602.01996071562,,,,21214.371980676326,13913.647342995167,13506.038647342993,5338.0,4446.0,4489.0,0.0,0.0,0.0,35131.0,23041.0,22366.0
0.0951,30929.10893454373,31818.727769814734,29461.273026490428,,,,33548.91304347826,25782.00483091787,25364.734299516906,7041.0,6290.0,5987.0,0.0,0.0,0.0,55557.0,42695.0,42004.0
0.0971,32218.227424749173,31403.60062642672,29818.66141105273,,,,62525.362318840576,54283.21256038647,51664.85507246376,10346.0,9357.0,8898.0,0.0,0.0,0.0,103542.0,89893.0,85557.0
0.099,7513.192121887812,2464.0269151139073,-16365.470881775196,,,,259089.3719806763,237893.11594202896,234964.3719806763,29113.0,26247.0,23871.0,0.0,0.0,0.0,429052.0,393951.0,389101.0
0.101,-200454.0399214311,-167944.7098794924,-169112.23257418885,,,,1569904.5893719806,1461809.1787439613,1342564.61352657,149544.0,141290.0,128141.0,0.0,0.0,0.0,2599762.0,2420756.0,2223287.0
0.1029,-58396.81876094872,-66667.17099325731,-43985.16218081396,,,,2777389.492753623,2528342.9951690817,2236961.3526570047,296914.0,268815.0,239473.0,0.0,0.0,0.0,4599357.0,4186936.0,3704408.0
0.1049,-23196.634283590596,-10988.201412113849,15462.275043797214,,,,3014661.835748792,2675795.8937198063,2296067.028985507,326668.0,290997.0,252419.0,0.0,0.0,0.0,4992280.0,4431118.0,3802287.0
0.1069,,,,,,,,,,,,,,,,,,
0.1088,,,,,,,,,,,,,,,,,,
0.1078,,,,,,,,,,,,,,,,,,
