Bias_Current,Counts_TL1(0.010),Counts_TL2(0.011),Counts_TL3(0.012),Counts_TL4(0.013),Counts_TL5(0.014),DCounts_TL1(0.010),DCounts_TL2(0.011),DCounts_TL3(0.012),DCounts_TL4(0.013),DCounts_TL5(0.014)
0.0902,52938.999999999985,52313.214285714275,51593.35714285714,51960.99999999999,52254.428571428565,35286.0,16460.0,8162.0,4089.0,2417.0
0.0941,55916.499999999985,54634.07142857142,54989.28571428571,54538.428571428565,54502.85714285714,34146.0,17157.0,8200.0,4133.0,2615.0
0.098,56819.78571428571,57334.428571428565,57368.07142857142,57312.99999999999,57316.928571428565,35232.0,16762.0,8248.0,4312.0,2692.0
0.102,59961.07142857142,60311.85714285713,60018.928571428565,59784.57142857142,59638.14285714285,35655.0,16731.0,7990.0,4319.0,2694.0
0.1059,61633.642857142855,61906.35714285713,61861.35714285713,61425.35714285713,61851.428571428565,34861.0,17124.0,8119.0,4355.0,2770.0
0.1098,63633.928571428565,63881.499999999985,64067.57142857142,63463.57142857142,62873.214285714275,34750.0,16706.0,8261.0,4340.0,3000.0
0.1137,64926.57142857142,65197.642857142855,65918.28571428571,65768.28571428571,65575.57142857142,34652.0,17147.0,8221.0,4571.0,3178.0
0.1176,65772.49999999999,66378.49999999999,66998.64285714286,67567.21428571428,67353.71428571428,35040.0,16509.0,8696.0,4631.0,3057.0
0.1216,69372.28571428571,68577.64285714286,68708.57142857142,68676.64285714286,69058.71428571428,36017.0,16967.0,8370.0,4643.0,3152.0
0.1255,69883.64285714284,70948.99999999999,69440.71428571428,70159.71428571428,69832.64285714286,34286.0,16526.0,8395.0,4776.0,3262.0
0.1294,71699.28571428571,70595.85714285713,70967.35714285713,71095.14285714286,71030.21428571428,36190.0,17497.0,8863.0,4912.0,3443.0
0.1333,71527.64285714284,73174.49999999999,72497.99999999999,71544.57142857142,72949.78571428571,35542.0,16463.0,8502.0,4809.0,3377.0
0.1373,74547.07142857142,72967.21428571428,73392.99999999999,73718.57142857142,72774.28571428571,35044.0,17331.0,8907.0,5010.0,3590.0
0.1412,74078.35714285713,73549.78571428571,74119.85714285713,74827.71428571428,74463.14285714286,36402.0,17227.0,8523.0,4883.0,3494.0
0.1451,74701.78571428571,75351.85714285713,75345.78571428571,75748.92857142857,75460.99999999999,33300.0,15491.0,8356.0,4760.0,3464.0
0.149,76302.49999999999,76205.57142857142,75600.07142857142,76379.64285714286,75788.92857142857,33760.0,16798.0,8766.0,5140.0,3645.0
0.1529,76941.85714285713,76297.71428571428,76961.85714285713,77074.42857142857,77297.78571428571,35751.0,18338.0,9256.0,5347.0,3504.0
0.1569,77092.71428571428,77245.64285714286,77583.35714285713,77358.14285714286,77032.14285714286,35843.0,17324.0,9122.0,5449.0,3725.0
0.1608,77611.49999999999,77994.85714285713,78232.21428571428,77785.21428571428,78792.71428571428,33976.0,17298.0,8916.0,5313.0,3718.0
0.1647,78291.85714285713,78379.35714285713,78747.14285714286,79132.78571428571,79215.42857142857,36151.0,17151.0,8935.0,5344.0,3806.0
0.1686,79847.35714285713,78055.35714285713,79468.92857142857,79994.64285714286,79022.78571428571,35208.0,17525.0,8740.0,5275.0,3854.0
0.1725,80443.71428571428,80132.21428571428,79951.35714285713,80342.35714285713,80042.07142857142,34467.0,17166.0,9154.0,5438.0,3874.0
0.1765,81445.57142857142,80431.42857142857,80950.07142857142,80821.14285714286,80355.57142857142,35183.0,17615.0,9066.0,5436.0,3998.0
0.1804,81355.57142857142,80806.07142857142,81635.71428571428,81630.14285714286,81117.21428571428,34973.0,17410.0,9275.0,5502.0,3956.0
0.1843,83855.28571428571,82394.49999999999,81597.92857142857,81521.28571428571,82036.14285714286,35034.0,17318.0,9186.0,5518.0,4046.0
0.1882,84060.78571428571,83759.85714285713,82708.07142857142,82435.35714285713,82682.71428571428,35991.0,17458.0,9508.0,5770.0,4178.0
