# metadata,value
mode,qcl
fudge_factor,1
cycles,6
cycles_completed,5
integration_time,2
on_start,0.1
on_stop,0.95
on_dcr_start,1.2
on_dcr_stop,1.2
off_start,1.2
off_stop,15

Bias_Current,Counts_TL1(-0.016),CountsOnDcr_TL1(-0.016),DCounts_TL1(-0.016),ClicksOn_TL1(-0.016),ClicksOnDcr_TL1(-0.016),ClicksOff_TL1(-0.016)
0.0245,-0.33390167661267367,,2.294685990338164,1.0,0.0,19.0
0.0265,3.076157999431657,,0.8454106280193235,2.0,0.0,7.0
0.0284,-2.294685990338164,,2.294685990338164,0.0,0.0,19.0
0.0304,-1.4492753623188404,,1.4492753623188404,0.0,0.0,12.0
0.0324,-1.4492753623188404,,1.4492753623188404,0.0,0.0,12.0
0.0343,-1.690821256038647,,1.690821256038647,0.0,0.0,14.0
0.0363,-0.9661835748792269,,0.9661835748792269,0.0,0.0,8.0
0.0382,-1.5700483091787438,,1.5700483091787438,0.0,0.0,13.0
0.0402,-1.2077294685990336,,1.2077294685990336,0.0,0.0,10.0
0.0422,-2.4154589371980673,,2.4154589371980673,0.0,0.0,20.0
0.0441,1.264563796533106,,2.657004830917874,2.0,0.0,22.0
0.0461,-2.4154589371980673,,2.4154589371980673,0.0,0.0,20.0
0.048,5.789997158283603,,2.0531400966183573,4.0,0.0,17.0
0.05,6.03154305200341,,1.8115942028985506,4.0,0.0,15.0
0.052,53.090366581415175,,1.8115942028985506,28.0,0.0,15.0
0.0539,119.63626030122194,,1.9323671497584538,62.0,0.0,16.0
0.0559,313.6331344131856,,2.0531400966183573,161.0,0.0,17.0
0.0578,901.0514350667803,,4.8309178743961345,462.0,0.0,40.0
0.0598,2277.2804774083547,,5.0724637681159415,1164.0,0.0,42.0
0.0618,4559.44870701904,,9.178743961352655,2330.0,0.0,76.0
0.0637,8255.427678317703,,19.082125603864732,4220.0,0.0,158.0
0.0657,13488.270815572607,,27.415458937198064,6893.0,0.0,227.0
0.0676,18845.92924126172,,48.188405797101446,9636.0,0.0,399.0
0.0696,24571.398124467178,,71.7391304347826,12568.0,0.0,594.0
0.0716,29081.27308894572,,93.2367149758454,14879.0,0.0,772.0
0.0735,32354.674623472576,,151.207729468599,16578.0,0.0,1252.0
0.0755,34858.99403239557,,211.5942028985507,17886.0,0.0,1752.0
0.0775,36675.71753339017,,332.1256038647343,18874.0,0.0,2750.0
0.0794,38601.548735436205,,521.9806763285023,19953.0,0.0,4322.0
0.0814,39594.906223358914,,861.9565217391303,20633.0,0.0,7137.0
0.0833,40944.10343847684,,1432.367149758454,21612.0,0.0,11860.0
0.0853,42367.128445581126,,2423.0676328502414,22843.0,0.0,20063.0
0.0873,44147.91133844842,,4124.63768115942,24619.0,0.0,34152.0
0.0892,45030.498721227625,,7132.246376811593,26603.0,0.0,59055.0
0.0912,46845.48167092924,,12309.42028985507,30169.0,0.0,101922.0
0.0931,47709.3066211992,,22482.85024154589,35798.0,0.0,186158.0
0.0951,50173.28076158,,43458.09178743961,47752.0,0.0,359833.0
0.0971,48547.99658994035,,109397.10144927535,80552.0,0.0,905808.0
0.099,-59473.31628303486,,654514.492753623,303471.0,0.0,5419380.0
0.101,-85087.48223927221,,1558301.2077294684,751339.0,0.0,12902734.0
0.1029,-9672.172492184909,,1679083.9371980673,851400.0,0.0,13902815.0
0.1049,6307.651321398094,,1587711.956521739,812950.0,0.0,13146255.0
0.1069,14714.753836317454,,1453030.3442028984,598840.0,0.0,9624873.0
0.1088,22875.71042909939,,1284131.6425120772,533259.0,0.0,8506088.0
0.1078,13683.415032679914,,1374201.3888888888,566257.0,0.0,9102710.0
