LECROYWM8600A,187,Waveform
Segments,1,SegmentSize,10002
Segment,TrigTime,TimeSinceSegment1
#1,25-Jun-2025 12:36:43,0                 
Time,Ampl
-5.000642e-007,-0.0124378
-4.999642e-007,-0.0146476
-4.998642e-007,-0.0146476
-4.997642e-007,-0.0124378
-4.996642e-007,-0.0146476
-4.995642e-007,-0.0146476
-4.994642e-007,-0.0146476
-4.993642e-007,-0.0124378
-4.992642e-007,-0.0146476
-4.991642e-007,-0.0124378
-4.990642e-007,-0.0124378
-4.989642e-007,-0.0168573
-4.988642e-007,-0.0102281
-4.987642e-007,-0.0102281
-4.986642e-007,-0.0124378
-4.985642e-007,-0.0102281
-4.984642e-007,-0.0124378
-4.983642e-007,-0.0102281
-4.982642e-007,-0.0102281
-4.981642e-007,-0.0102281
-4.980642e-007,-0.0124378
-4.979642e-007,-0.00801838
-4.978642e-007,-0.0102281
-4.977642e-007,-0.00801838
-4.976642e-007,-0.0102281
-4.975642e-007,-0.00580866
-4.974642e-007,-0.0102281
-4.973642e-007,-0.00801838
-4.972642e-007,-0.00801838
-4.971642e-007,-0.0102281
-4.970642e-007,-0.00801838
-4.969642e-007,-0.00801838
-4.968642e-007,-0.0102281
-4.967642e-007,-0.00801838
-4.966642e-007,-0.00801838
-4.965642e-007,-0.00801838
-4.964642e-007,-0.00801838
-4.963642e-007,-0.00580866
-4.962642e-007,-0.0102281
-4.961642e-007,-0.00580866
-4.960642e-007,-0.00801838
-4.959642e-007,-0.00580866
-4.958642e-007,-0.00580866
-4.957642e-007,-0.00801838
-4.956642e-007,-0.0102281
-4.955642e-007,-0.00580866
-4.954642e-007,-0.00359893
-4.953642e-007,-0.00580866
-4.952642e-007,-0.00359893
-4.951642e-007,-0.00580866
-4.950642e-007,-0.00580866
-4.949642e-007,-0.00580866
-4.948642e-007,-0.00580866
-4.947642e-007,-0.00580866
-4.946642e-007,-0.00580866
-4.945642e-007,-0.00580866
-4.944642e-007,-0.00801838
-4.943642e-007,-0.00359893
-4.942642e-007,-0.00359893
-4.941642e-007,-0.00580866
-4.940642e-007,-0.00359893
-4.939642e-007,-0.00359893
-4.938642e-007,-0.00580866
-4.937642e-007,0.000820535
-4.936642e-007,-0.0013892
-4.935642e-007,-0.0013892
-4.934642e-007,-0.00359893
-4.933642e-007,-0.0013892
-4.932642e-007,-0.0013892
-4.931642e-007,-0.0013892
-4.930642e-007,0.000820535
-4.929642e-007,-0.00359893
-4.928642e-007,-0.00359893
-4.927642e-007,-0.0013892
-4.926642e-007,-0.0013892
-4.925642e-007,0.00303026
-4.924642e-007,0.000820535
-4.923642e-007,-0.0013892
-4.922642e-007,-0.00359893
-4.921642e-007,-0.0013892
-4.920642e-007,-0.0013892
-4.919642e-007,0.00523999
-4.918642e-007,0.000820535
-4.917642e-007,0.000820535
-4.916642e-007,0.000820535
-4.915642e-007,-0.0013892
-4.914642e-007,-0.0013892
-4.913642e-007,0.00303026
-4.912642e-007,-0.0013892
-4.911642e-007,0.000820535
-4.910642e-007,-0.0013892
-4.909642e-007,-0.00359893
-4.908642e-007,-0.00359893
-4.907642e-007,0.00303026
-4.906642e-007,-0.0013892
-4.905642e-007,-0.0013892
-4.904642e-007,-0.0013892
-4.903642e-007,-0.00359893
-4.902642e-007,-0.00359893
-4.901642e-007,-0.0013892
-4.900642e-007,0.000820535
-4.899642e-007,-0.00359893
-4.898642e-007,-0.00359893
-4.897642e-007,-0.00580866
-4.896642e-007,-0.00359893
